,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
1075,1997-98,UCLA,Pac-10,15,21.3,3.8,6.3,0.6,3.8,6.3,0.6,0.0,0.0,,2.3,4.5,0.522,7.1,0.9,0.5,1.7,2.3,2.0,9.9,10.99,/players/jelani-mccoy-1.html,0,,,,
1076,1981-82,Wichita State,MVC,28,13.5,2.4,4.8,0.504,,,,,,,1.0,1.5,0.628,3.7,0.5,0.4,0.2,0.9,2.0,5.8,3.14,/players/xavier-mcdaniel-1.html,2,,,,
1077,1982-83,Wichita State,MVC,28,35.3,8.0,13.4,0.593,,,,,,,2.9,5.3,0.541,14.4,1.5,0.8,1.0,2.8,3.1,18.8,0.7,/players/xavier-mcdaniel-1.html,28,,,,
1078,1983-84,Wichita State,MVC,30,37.7,8.4,14.8,0.564,,,,,,,3.9,5.7,0.68,13.1,2.4,1.2,1.3,3.3,3.5,20.6,3.45,/players/xavier-mcdaniel-1.html,30,,,,
1079,1984-85,Wichita State,MVC,31,36.9,11.3,20.3,0.559,,,,,,,4.6,7.2,0.634,14.8,2.2,1.5,1.0,3.2,3.3,27.2,4.33,/players/xavier-mcdaniel-1.html,31,,,,
1080,1993-94,Alabama,SEC,26,23.8,5.1,9.0,0.564,5.1,9.0,0.564,0.0,0.0,,1.2,2.3,0.533,8.1,0.4,1.1,1.5,2.0,2.8,11.4,6.15,/players/antonio-mcdyess-1.html,15,,,,
1081,1994-95,Alabama,SEC,33,26.1,5.6,10.9,0.512,5.6,10.9,0.514,0.0,0.0,0.0,2.7,4.0,0.667,10.2,0.6,0.8,2.0,2.4,3.3,13.9,6.62,/players/antonio-mcdyess-1.html,33,,,,
1082,2006-07,Nevada,WAC,33,10.0,1.4,2.3,0.6,1.3,2.2,0.597,0.1,0.1,0.667,0.5,1.0,0.471,2.2,0.1,0.2,0.9,0.8,1.6,3.3,1.09,/players/javale-mcgee-1.html,0,0.9,1.2,,
1083,2007-08,Nevada,WAC,33,27.3,5.7,10.8,0.529,5.3,9.5,0.556,0.4,1.3,0.333,2.2,4.3,0.525,7.3,0.6,0.8,2.8,2.4,2.5,14.1,-0.11,/players/javale-mcgee-1.html,31,2.5,4.8,,
1084,1984-85,Alabama,SEC,33,22.1,2.2,4.7,0.477,,,,,,,0.6,1.0,0.606,4.1,1.3,0.4,1.1,1.2,2.6,5.1,7.15,/players/derrick-mckey-1.html,11,,,,
1085,1985-86,Alabama,SEC,33,33.8,5.4,8.5,0.636,,,,,,,2.8,3.5,0.786,7.9,0.9,0.5,2.3,1.6,3.2,13.6,9.09,/players/derrick-mckey-1.html,33,,,,
1086,1986-87,Alabama,SEC,33,36.3,7.5,12.9,0.581,6.8,11.4,0.603,0.6,1.5,0.42,3.0,3.5,0.862,7.5,1.8,1.4,2.3,2.5,2.4,18.6,8.98,/players/derrick-mckey-1.html,33,,,,
1087,1991-92,Temple,A-10,28,36.1,4.6,10.7,0.433,3.1,6.0,0.521,1.5,4.7,0.321,3.1,4.1,0.754,6.0,3.4,2.2,0.2,1.6,2.4,13.9,8.42,/players/aaron-mckie-1.html,28.0,,,,
1088,1992-93,Temple,A-10,33,38.5,7.3,16.8,0.432,4.9,10.9,0.454,2.3,5.9,0.393,3.7,4.7,0.788,5.9,3.3,2.3,0.2,2.4,2.2,20.6,10.23,/players/aaron-mckie-1.html,,,,,
1089,1993-94,Temple,A-10,31,39.2,6.2,15.5,0.401,4.3,10.4,0.416,1.9,5.1,0.371,4.4,5.4,0.815,7.2,3.2,1.9,0.3,1.7,1.7,18.8,8.24,/players/aaron-mckie-1.html,31.0,,,,
1090,1984-85,NC State,ACC,33,29.5,2.8,6.3,0.454,,,,,,,1.9,2.9,0.674,5.7,5.1,1.8,1.1,2.6,2.8,7.6,6.78,/players/nate-mcmillan-1.html,32,,,,
1091,1985-86,NC State,ACC,34,35.5,3.7,7.7,0.485,,,,,,,1.9,2.6,0.733,4.6,6.9,2.6,0.8,2.9,2.6,9.4,10.39,/players/nate-mcmillan-1.html,34,,,,
1092,2010-11,Tennessee,SEC,10,5.3,0.6,1.9,0.316,0.5,1.0,0.5,0.1,0.9,0.111,0.5,1.1,0.455,0.8,0.0,0.2,0.4,0.5,0.5,1.8,8.73,/players/jordan-mcrae-1.html,0,0.2,0.6,,
1093,2011-12,Tennessee,SEC,34,21.7,2.9,7.6,0.377,1.7,4.1,0.42,1.1,3.5,0.328,1.8,2.3,0.759,2.9,1.5,0.6,0.8,1.5,1.7,8.6,6.58,/players/jordan-mcrae-1.html,15,0.5,2.4,,
1094,2012-13,Tennessee,SEC,33,33.5,5.2,12.2,0.423,3.3,7.1,0.472,1.8,5.1,0.355,3.6,4.6,0.771,4.1,2.0,0.8,0.9,2.8,2.3,15.7,6.07,/players/jordan-mcrae-1.html,22,0.9,3.2,,
1095,2013-14,Tennessee,SEC,37,32.2,6.0,13.8,0.436,3.9,7.8,0.502,2.1,6.1,0.351,4.5,5.7,0.788,3.5,2.5,0.7,1.0,2.1,2.1,18.7,7.84,/players/jordan-mcrae-1.html,37,0.7,2.8,,
1096,2006-07,Kentucky,SEC,34,22.1,2.8,6.7,0.419,1.5,3.1,0.481,1.3,3.6,0.364,1.8,2.0,0.897,2.8,1.5,0.9,0.1,1.2,1.3,8.7,11.41,/players/jodie-meeks-1.html,1,0.9,2.0,,
1097,2007-08,Kentucky,SEC,11,23.2,2.5,8.0,0.307,1.0,3.5,0.289,1.5,4.5,0.32,2.5,3.1,0.794,2.6,1.5,0.5,0.1,1.1,1.7,8.8,7.09,/players/jodie-meeks-1.html,5,0.7,1.9,,
1098,2008-09,Kentucky,SEC,36,34.4,7.3,15.8,0.463,4.1,7.8,0.521,3.3,8.0,0.406,5.9,6.5,0.902,3.4,1.8,1.3,0.1,2.7,1.9,23.7,4.82,/players/jodie-meeks-1.html,36,0.5,2.9,,
1099,1995-96,Kentucky,SEC,36,18.8,3.0,6.5,0.457,2.3,4.6,0.506,0.6,1.9,0.338,1.4,1.8,0.785,2.9,1.4,0.9,0.2,1.0,1.4,8.0,10.05,/players/ron-mercer-1.html,13,,,,
1100,1996-97,Kentucky,SEC,40,32.5,7.4,15.1,0.493,6.2,11.6,0.537,1.2,3.5,0.348,2.1,2.6,0.781,5.3,2.4,1.7,0.3,1.7,2.4,18.1,9.26,/players/ron-mercer-1.html,40,,,,
1101,2016-17,Utah State,MWC,30,26.7,3.3,7.4,0.45,1.8,4.0,0.45,1.5,3.4,0.451,1.2,1.4,0.878,3.1,3.3,1.0,0.2,1.0,2.6,9.4,2.46,/players/sam-merrill-1.html,18,0.4,2.7,,
1102,2017-18,Utah State,MWC,34,35.4,5.6,11.2,0.504,2.8,5.0,0.553,2.9,6.2,0.464,2.1,2.5,0.849,3.3,3.1,1.0,0.2,1.8,2.2,16.3,2.65,/players/sam-merrill-1.html,33,0.2,3.1,,
1103,2018-19,Utah State,MWC,35,35.3,6.5,14.1,0.461,4.1,7.6,0.534,2.5,6.5,0.376,5.4,5.9,0.909,3.9,4.2,1.1,0.3,1.9,2.5,20.9,0.89,/players/sam-merrill-1.html,35,0.3,3.6,,
1104,2019-20,Utah State,MWC,32,35.0,6.1,13.2,0.461,3.3,6.4,0.515,2.8,6.8,0.41,4.7,5.3,0.893,4.1,3.9,0.9,0.1,1.6,2.3,19.7,4.04,/players/sam-merrill-1.html,32,0.2,3.9,,
1105,2009-10,Texas A&M,Big 12,34,20.9,2.3,5.6,0.416,1.4,2.6,0.523,1.0,3.0,0.324,1.6,2.1,0.75,3.7,1.1,0.9,0.3,1.2,2.4,7.2,9.8,/players/khris-middleton-1.html,22,1.2,2.5,,
1106,2010-11,Texas A&M,Big 12,33,29.6,4.8,10.7,0.45,3.6,7.4,0.49,1.2,3.3,0.361,3.5,4.5,0.784,5.2,2.8,1.2,0.1,2.7,2.1,14.3,5.94,/players/khris-middleton-1.html,33,1.9,3.3,,
1107,2011-12,Texas A&M,Big 12,20,28.8,5.1,12.3,0.415,4.1,8.5,0.485,1.0,3.9,0.26,2.0,2.6,0.75,5.0,2.3,1.0,0.3,2.2,1.9,13.2,6.54,/players/khris-middleton-1.html,17,1.3,3.7,,
1108,1997-98,Texas,Big 12,31,24.8,4.8,9.3,0.514,4.7,8.9,0.527,0.1,0.4,0.182,2.8,4.3,0.647,8.0,0.5,0.4,2.9,2.0,3.5,12.4,6.47,/players/chris-mihm-1.html,28,,,,
1109,1998-99,Texas,Big 12,32,32.1,4.5,10.0,0.449,4.5,9.9,0.454,0.0,0.1,0.0,4.7,6.8,0.683,11.0,0.6,0.4,2.6,2.4,2.8,13.7,7.2,/players/chris-mihm-1.html,32,,,,
1110,1999-00,Texas,Big 12,33,30.7,6.2,11.9,0.523,6.0,11.5,0.525,0.2,0.5,0.467,5.0,7.0,0.707,10.5,0.7,0.3,2.7,2.5,2.7,17.7,9.61,/players/chris-mihm-1.html,33,,,,
1111,1995-96,Utah,WAC,34,25.6,3.1,5.7,0.533,2.9,5.2,0.557,0.2,0.6,0.316,2.3,3.3,0.69,3.7,4.6,1.1,0.6,2.6,2.0,8.6,6.42,/players/andre-miller-1.html,,,,,
1112,1996-97,Utah,WAC,33,29.5,3.7,7.5,0.486,3.4,6.5,0.519,0.3,1.1,0.286,2.2,3.7,0.582,4.7,6.1,1.8,0.4,2.9,1.9,9.8,5.46,/players/andre-miller-1.html,32.0,,,,
1113,1997-98,Utah,WAC,34,31.6,5.1,9.3,0.549,4.5,7.5,0.6,0.6,1.8,0.333,3.4,4.8,0.722,5.4,5.2,2.1,0.5,2.5,2.1,14.2,4.9,/players/andre-miller-1.html,34.0,,,,
1114,1998-99,Utah,WAC,33,33.1,5.8,11.7,0.491,5.1,9.2,0.553,0.7,2.5,0.265,3.6,5.2,0.69,5.4,5.6,2.5,0.5,2.8,1.8,15.8,3.17,/players/andre-miller-1.html,33.0,,,,
1115,1994-95,Purdue,Big Ten,32,17.9,2.2,3.8,0.582,2.2,3.8,0.582,0.0,0.0,,2.1,3.1,0.66,4.8,1.2,0.6,1.1,1.5,2.3,6.5,5.74,/players/brad-miller-1.html,18,,,,
1116,1995-96,Purdue,Big Ten,32,21.3,3.1,6.0,0.518,3.1,5.8,0.529,0.0,0.2,0.167,3.3,4.5,0.738,4.9,1.4,1.0,0.8,1.9,2.7,9.6,8.5,/players/brad-miller-1.html,1,,,,
1117,1996-97,Purdue,Big Ten,30,31.0,4.3,8.0,0.536,4.2,7.6,0.548,0.1,0.4,0.273,5.7,7.3,0.777,8.3,2.9,1.8,1.5,2.3,3.3,14.3,10.91,/players/brad-miller-1.html,30,,,,
1118,1997-98,Purdue,Big Ten,34,29.2,5.6,8.9,0.632,5.5,8.6,0.644,0.1,0.3,0.3,5.9,7.5,0.78,8.9,2.5,1.2,1.6,3.0,2.7,17.2,9.23,/players/brad-miller-1.html,32,,,,
1119,2011-12,Holy Cross,Patriot,21,9.7,0.9,1.9,0.45,0.6,1.0,0.6,0.3,1.0,0.3,0.4,0.5,0.9,2.1,0.6,0.3,0.5,0.8,1.1,2.4,-4.23,/players/malcolm-miller-1.html,3,0.2,1.9,,
1120,2012-13,Holy Cross,Patriot,27,26.8,1.9,4.6,0.4,1.3,2.8,0.467,0.6,1.9,0.3,1.4,2.3,0.603,5.4,1.6,0.6,0.8,1.7,2.8,5.7,-2.96,/players/malcolm-miller-1.html,26,0.4,5.0,,
1121,2013-14,Holy Cross,Patriot,34,30.5,3.8,8.1,0.465,2.6,5.4,0.489,1.1,2.7,0.419,2.4,3.1,0.762,5.7,2.1,0.9,1.9,1.7,2.9,11.0,-3.28,/players/malcolm-miller-1.html,34,1.0,4.8,,
1122,2014-15,Holy Cross,Patriot,30,31.7,4.5,10.2,0.444,3.0,6.2,0.492,1.5,4.0,0.372,3.9,4.7,0.83,4.9,1.2,1.3,1.6,1.8,2.7,14.5,-3.82,/players/malcolm-miller-1.html,30,1.1,3.8,,
1123,1998-99,Florida,SEC,28,24.2,4.1,8.3,0.494,3.0,5.2,0.575,1.1,3.1,0.356,2.9,4.1,0.702,5.2,2.1,1.3,0.3,2.5,1.9,12.2,5.7,/players/mike-miller-1.html,19,,,,
1124,1999-00,Florida,SEC,37,28.6,4.7,9.9,0.476,3.5,6.2,0.559,1.3,3.8,0.338,3.4,4.6,0.729,6.6,2.5,1.2,0.4,1.9,1.9,14.1,8.51,/players/mike-miller-1.html,37,,,,
1125,1983-84,UCLA,Pac-10,28,13.7,2.0,3.9,0.509,,,,,,,0.6,1.0,0.643,1.5,0.8,0.3,0.1,0.9,1.6,4.6,3.79,/players/reggie-miller-1.html,0,,,,
1126,1984-85,UCLA,Pac-10,33,35.6,5.8,10.5,0.553,,,,,,,3.6,4.5,0.804,4.3,2.6,1.5,0.2,1.9,2.1,15.2,5.12,/players/reggie-miller-1.html,32,,,,
1127,1985-86,UCLA,Pac-10,29,38.3,9.4,17.0,0.556,,,,,,,7.0,7.9,0.882,5.3,2.4,1.2,0.2,2.4,2.9,25.9,5.81,/players/reggie-miller-1.html,29,,,,
1128,1986-87,UCLA,Pac-10,32,36.4,7.7,14.2,0.543,5.6,9.3,0.597,2.2,4.9,0.439,4.7,5.6,0.832,5.4,2.2,2.0,0.2,1.9,2.0,22.3,6.87,/players/reggie-miller-1.html,32,,,,
1129,2007-08,Saint Mary's,WCC,32,32.1,5.0,11.7,0.429,3.1,5.8,0.538,1.9,5.9,0.323,2.8,3.7,0.761,2.1,3.5,1.8,0.1,2.8,1.6,14.8,0.36,/players/patrick-mills-1.html,32,0.4,1.7,,
1130,2008-09,Saint Mary's,WCC,26,33.3,6.3,15.6,0.402,3.7,8.0,0.464,2.6,7.6,0.338,3.3,3.8,0.859,2.4,3.9,2.2,0.2,2.9,1.7,18.4,1.49,/players/patrick-mills-1.html,24,0.5,1.9,,
1131,2003-04,Louisiana Tech,WAC,30,35.1,5.8,9.9,0.587,5.8,9.9,0.586,0.0,0.0,1.0,3.9,6.0,0.641,12.5,0.7,0.9,1.7,2.2,3.3,15.6,2.55,/players/paul-millsap-1.html,29,5.0,7.4,,
1132,2004-05,Louisiana Tech,WAC,29,36.6,7.8,13.5,0.575,7.8,13.4,0.577,0.0,0.0,0.0,4.9,8.2,0.601,12.4,1.0,1.1,1.9,2.6,3.1,20.4,1.23,/players/paul-millsap-1.html,29,5.4,7.0,,
1133,2005-06,Louisiana Tech,WAC,33,34.1,7.8,13.7,0.571,7.7,13.3,0.578,0.2,0.4,0.357,3.8,6.2,0.623,13.3,1.1,1.9,2.3,2.5,3.1,19.6,2.55,/players/paul-millsap-1.html,33,6.0,7.3,,
1134,2015-16,Louisville,ACC,31,19.1,2.7,6.1,0.442,2.1,3.8,0.559,0.6,2.3,0.25,1.4,1.8,0.754,3.4,1.7,0.8,0.1,1.0,2.5,7.4,7.74,/players/donovan-mitchell-1.html,5,1.1,2.3,,
1135,2016-17,Louisville,ACC,34,32.3,5.3,13.1,0.408,3.0,6.4,0.463,2.4,6.6,0.354,2.6,3.2,0.806,4.9,2.7,2.1,0.5,1.6,2.6,15.6,11.15,/players/donovan-mitchell-1.html,33,1.1,3.8,,
1136,1994-95,Rhode Island,A-10,27,32.0,4.7,12.4,0.377,3.1,7.1,0.432,1.6,5.3,0.303,2.3,3.0,0.778,4.8,1.8,1.6,0.5,2.2,3.2,13.3,6.58,/players/cuttino-mobley-1.html,25.0,,,,
1137,1995-96,Rhode Island,A-10,2,17.5,4.5,7.0,0.643,2.0,3.5,0.571,2.5,3.5,0.714,0.5,1.0,0.5,0.0,2.5,2.0,0.0,2.0,3.0,12.0,3.53,/players/cuttino-mobley-1.html,,,,,
1138,1996-97,Rhode Island,A-10,30,24.3,4.6,10.5,0.438,3.6,7.3,0.5,1.0,3.2,0.299,2.0,2.5,0.803,3.9,1.5,1.3,0.3,1.6,2.7,12.2,6.38,/players/cuttino-mobley-1.html,20.0,,,,
1139,1997-98,Rhode Island,A-10,34,33.3,5.7,11.8,0.48,3.6,6.9,0.525,2.0,4.9,0.416,3.9,4.5,0.856,4.3,2.6,1.6,0.5,2.2,2.6,17.2,6.42,/players/cuttino-mobley-1.html,34.0,,,,
1140,2020-21,USC,Pac-12,33,33.9,6.0,10.3,0.578,5.6,9.1,0.615,0.4,1.2,0.3,4.1,5.8,0.694,8.7,2.4,0.8,2.9,2.2,1.8,16.4,10.65,/players/evan-mobley-1.html,33,2.7,5.9,,
1141,1995-96,Kentucky,SEC,16,5.5,0.8,1.8,0.448,0.8,1.8,0.448,0.0,0.0,,0.7,1.5,0.458,1.5,0.2,0.3,0.5,1.1,1.1,2.3,10.05,/players/nazr-mohammed-1.html,0,,,,
1142,1996-97,Kentucky,SEC,39,15.8,3.4,6.6,0.51,3.4,6.6,0.514,0.0,0.1,0.0,1.2,2.3,0.506,5.8,0.3,0.8,1.3,1.5,2.6,7.9,9.26,/players/nazr-mohammed-1.html,12,,,,
1143,1997-98,Kentucky,SEC,39,21.0,4.9,8.2,0.597,4.9,8.2,0.597,0.0,0.0,,2.3,3.5,0.652,7.2,0.7,0.9,1.9,1.5,2.3,12.0,9.85,/players/nazr-mohammed-1.html,27,,,,
1144,2008-09,Georgetown,Big East,31,30.9,4.6,8.1,0.572,4.5,7.9,0.578,0.1,0.2,0.333,3.4,4.8,0.7,6.5,2.5,1.8,1.5,2.5,2.5,12.7,8.97,/players/greg-monroe-1.html,31,2.0,4.5,,
1145,2009-10,Georgetown,Big East,34,34.2,5.9,11.3,0.525,5.7,10.5,0.545,0.2,0.8,0.259,4.1,6.1,0.66,9.6,3.8,1.2,1.5,3.3,2.6,16.1,9.56,/players/greg-monroe-1.html,34,2.2,7.5,,
1146,1990-91,UNC,ACC,35,15.2,2.3,3.9,0.587,2.3,3.9,0.587,0.0,0.0,,1.2,1.9,0.612,4.2,0.3,0.2,0.9,0.9,2.3,5.8,10.9,/players/eric-montross-1.html,9,,,,
1147,1991-92,UNC,ACC,31,25.3,4.5,7.9,0.574,4.5,7.9,0.574,0.0,0.0,,2.2,3.5,0.624,7.0,0.6,0.5,1.0,1.5,3.6,11.2,10.16,/players/eric-montross-1.html,25,,,,
1148,1992-93,UNC,ACC,38,28.3,5.8,9.5,0.615,5.8,9.5,0.615,0.0,0.0,,4.1,6.0,0.684,7.6,0.7,0.6,1.2,1.8,3.0,15.8,11.25,/players/eric-montross-1.html,36,,,,
1149,1993-94,UNC,ACC,35,31.7,5.2,9.3,0.56,5.2,9.3,0.56,0.0,0.0,,3.1,5.6,0.558,8.1,0.8,0.5,1.8,1.9,3.0,13.6,9.39,/players/eric-montross-1.html,35,,,,
1150,2017-18,Murray State,OVC,32,34.0,4.2,9.1,0.459,3.3,6.3,0.525,0.8,2.8,0.307,3.5,4.3,0.806,6.5,6.3,0.9,0.4,2.5,2.0,12.7,-3.53,/players/temetrius-morant-1.html,32,1.7,4.8,,
1151,2018-19,Murray State,OVC,33,36.6,8.0,16.1,0.499,6.3,11.3,0.556,1.7,4.8,0.363,6.7,8.2,0.813,5.7,10.0,1.8,0.8,5.2,1.5,24.5,-3.11,/players/temetrius-morant-1.html,33,1.2,4.5,,
1152,2010-11,Oregon State,Pac-10,4,3.0,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,,0.0,0.8,0.0,1.3,0.3,0.5,0.8,0.0,0.3,0.5,5.03,/players/eric-moreland-1.html,0,1.0,0.3,,
1153,2011-12,Oregon State,Pac-12,36,20.5,1.8,3.6,0.512,1.8,3.5,0.516,0.0,0.1,0.333,1.5,3.1,0.495,6.8,1.1,0.8,1.9,1.4,2.5,5.2,3.38,/players/eric-moreland-1.html,17,2.1,4.7,,
1154,2012-13,Oregon State,Pac-12,29,30.7,3.6,6.3,0.574,3.4,5.7,0.604,0.2,0.7,0.316,1.9,3.4,0.566,10.6,1.6,0.9,2.5,2.2,2.4,9.4,4.26,/players/eric-moreland-1.html,22,2.9,7.7,,
1155,2013-14,Oregon State,Pac-12,20,29.4,3.3,6.5,0.508,3.3,6.4,0.508,0.1,0.1,0.5,2.3,4.1,0.556,10.3,1.4,0.7,2.0,2.3,2.5,8.9,5.87,/players/eric-moreland-1.html,19,2.3,8.0,,
1156,1984-85,Auburn,SEC,34,30.4,4.6,9.6,0.477,,,,,,,1.3,2.1,0.62,5.0,1.7,1.3,1.3,,2.4,10.4,7.92,/players/chris-morris-1.html,,,,,
1157,1985-86,Auburn,SEC,33,31.0,3.9,7.8,0.5,,,,,,,2.1,3.1,0.67,5.2,1.9,1.5,0.7,1.7,2.3,9.8,9.65,/players/chris-morris-1.html,33.0,,,,
1158,1986-87,Auburn,SEC,31,31.8,5.5,9.8,0.559,5.2,8.9,0.581,0.3,0.9,0.333,2.2,3.1,0.711,7.3,2.6,1.5,1.1,2.3,3.4,13.5,8.95,/players/chris-morris-1.html,31.0,,,,
1159,1987-88,Auburn,SEC,30,33.9,8.0,16.7,0.481,6.9,13.5,0.515,1.1,3.2,0.34,3.5,4.4,0.795,9.8,2.7,1.7,1.3,2.6,2.8,20.7,9.25,/players/chris-morris-1.html,,,,,
1160,2008-09,Kansas,Big 12,35,15.6,1.7,3.8,0.448,1.6,3.4,0.483,0.1,0.5,0.188,1.1,1.7,0.65,4.4,1.0,0.4,0.7,1.2,2.8,4.6,7.9,/players/markieff-morris-1.html,7,1.5,3.0,,
1161,2009-10,Kansas,Big 12,36,17.6,2.4,4.2,0.566,2.1,3.7,0.571,0.3,0.5,0.526,1.7,2.7,0.622,5.3,1.1,0.4,1.0,1.4,2.6,6.8,8.25,/players/markieff-morris-1.html,2,1.8,3.6,,
1162,2010-11,Kansas,Big 12,38,24.4,5.1,8.7,0.589,4.5,7.2,0.625,0.7,1.6,0.424,2.7,4.0,0.673,8.3,1.4,0.8,1.1,2.1,2.8,13.6,7.62,/players/markieff-morris-1.html,34,2.7,5.6,,
1163,2003-04,Gonzaga,WCC,31,20.8,4.4,8.3,0.531,3.9,6.5,0.594,0.5,1.8,0.304,2.0,2.7,0.726,4.3,1.4,0.4,0.3,1.2,1.3,11.4,3.32,/players/adam-morrison-1.html,1,1.1,3.2,,
1164,2004-05,Gonzaga,WCC,31,34.2,7.3,14.6,0.498,6.1,10.8,0.564,1.2,3.8,0.311,3.2,4.3,0.758,5.5,2.8,0.6,0.5,1.7,1.9,19.0,4.36,/players/adam-morrison-1.html,29,1.4,4.1,,
1165,2005-06,Gonzaga,WCC,33,36.5,9.3,18.7,0.496,7.0,13.5,0.523,2.2,5.2,0.428,7.3,9.4,0.772,5.5,1.7,1.1,0.3,2.3,2.0,28.1,5.02,/players/adam-morrison-1.html,32,1.4,4.1,,
1166,1988-89,Georgetown,Big East,34,28.3,4.6,7.7,0.603,4.6,7.6,0.609,0.0,0.1,0.25,3.8,5.7,0.667,7.3,0.7,0.4,5.0,2.0,3.0,13.1,10.36,/players/alonzo-mourning-1.html,34.0,,,,
1167,1989-90,Georgetown,Big East,31,30.2,4.7,8.9,0.525,4.7,8.8,0.529,0.0,0.1,0.0,7.1,9.1,0.783,8.5,1.2,0.5,2.2,2.8,3.6,16.5,9.14,/players/alonzo-mourning-1.html,31.0,,,,
1168,1990-91,Georgetown,Big East,23,29.7,4.6,8.7,0.522,4.4,8.2,0.537,0.2,0.6,0.308,6.5,8.2,0.793,7.7,1.1,0.4,2.4,2.5,3.2,15.8,14.32,/players/alonzo-mourning-1.html,,,,,
1169,1991-92,Georgetown,Big East,32,32.8,6.4,10.7,0.595,6.3,10.6,0.599,0.0,0.1,0.25,8.5,11.2,0.758,10.7,1.7,0.6,5.0,2.6,3.6,21.3,6.15,/players/alonzo-mourning-1.html,,,,,
1170,1981-82,St. John's (NY),Big East,30,35.4,5.8,10.9,0.534,,,,,,,4.9,6.2,0.791,3.2,3.1,1.4,0.2,3.2,2.7,16.6,5.28,/players/chris-mullin-1.html,30.0,,,,
1171,1982-83,St. John's (NY),Big East,33,36.7,6.9,12.0,0.577,,,,,,,5.2,6.0,0.878,3.7,3.1,1.2,0.2,2.8,2.1,19.1,4.75,/players/chris-mullin-1.html,33.0,,,,
1172,1983-84,St. John's (NY),Big East,27,39.6,8.3,14.6,0.571,,,,,,,6.3,6.9,0.904,4.4,4.0,2.1,0.4,3.7,2.3,22.9,3.58,/players/chris-mullin-1.html,27.0,,,,
1173,1984-85,St. John's (NY),Big East,35,37.9,7.2,13.8,0.521,,,,,,,5.5,6.7,0.824,4.8,4.3,2.1,0.5,2.6,1.9,19.8,7.07,/players/chris-mullin-1.html,,,,,
1174,2015-16,Washington,Pac-12,34,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1.0,3.5,0.288,3.2,4.9,0.663,6.0,4.4,1.8,0.3,3.2,2.6,16.1,8.12,/players/dejounte-murray-1.html,34,1.4,4.6,,
1175,2015-16,Kentucky,SEC,36,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,5.2,2.2,1.0,0.3,2.3,2.1,20.0,8.84,/players/jamal-murray-1.html,36,1.5,3.7,,
1176,1988-89,Georgetown,Big East,33,11.3,1.6,2.3,0.707,1.6,2.3,0.707,0.0,0.0,,0.7,1.5,0.479,3.3,0.2,0.3,2.3,0.9,1.8,3.9,10.36,/players/dikembe-mutombo-1.html,0.0,,,,
1177,1989-90,Georgetown,Big East,31,25.7,4.2,5.9,0.709,4.2,5.9,0.709,0.0,0.0,,2.4,3.9,0.598,10.5,0.6,0.4,4.1,2.0,2.6,10.7,9.14,/players/dikembe-mutombo-1.html,24.0,,,,
1178,1990-91,Georgetown,Big East,32,34.1,5.3,9.1,0.586,5.3,9.1,0.586,0.0,0.0,,4.6,6.5,0.703,12.2,1.6,0.6,4.7,2.3,2.8,15.2,14.32,/players/dikembe-mutombo-1.html,,,,,
1179,1992-93,Santa Clara,WCC,31,24.0,2.5,5.9,0.424,0.9,2.1,0.453,1.6,3.9,0.408,1.5,1.8,0.825,2.5,2.2,0.8,0.1,2.0,1.7,8.1,0.24,/players/steve-nash-1.html,,,,,
1180,1993-94,Santa Clara,WCC,26,29.9,4.7,11.3,0.414,2.1,4.9,0.433,2.6,6.5,0.399,2.7,3.2,0.831,2.5,3.7,1.3,0.0,2.8,2.2,14.6,3.27,/players/steve-nash-1.html,23.0,,,,
1181,1994-95,Santa Clara,WCC,27,33.4,6.1,13.7,0.444,3.0,6.8,0.435,3.1,6.9,0.454,5.7,6.4,0.879,3.8,6.4,1.8,0.1,4.2,2.0,20.9,1.99,/players/steve-nash-1.html,,,,,
1182,1995-96,Santa Clara,WCC,29,33.8,5.7,13.1,0.43,3.5,6.8,0.51,2.2,6.3,0.344,3.5,3.9,0.894,3.6,6.0,1.3,0.0,3.6,1.5,17.0,4.09,/players/steve-nash-1.html,,,,,
1183,2002-03,La Salle,A-10,29,32.1,5.8,14.6,.400,2.9,6.7,.430,3.0,7.9,.374,4.0,4.9,.817,4.2,1.6,0.6,0.0,2.2,2.3,18.6,3.16,/players/gary-neal-1.html,22,1.2,3.0,,
1184,2003-04,La Salle,A-10,28,32.8,5.8,14.1,.412,3.5,7.4,.478,2.3,6.8,.339,4.0,4.7,.847,3.2,2.4,1.3,0.0,2.6,1.8,17.9,2.90,/players/gary-neal-1.html,24,0.4,2.8,,
1185,2004-05,,,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,Transfer,/players/gary-neal-1.html,Transfer,Transfer,Transfer,Transfer,
