,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
3290,1988-89,27.0,BOS,NBA,C,3.0,0.0,21.7,2.0,3.7,0.545,0.0,0.3,2.0,3.3,0.6,0.545,2.3,3.0,0.778,1.3,4.3,5.7,0.7,0.0,0.3,2.0,3.0,6.3,/players/k/kleinjo01.html,0.0
3291,1989-90,28.0,BOS,NBA,C,5.0,0.0,15.8,2.6,3.4,0.765,0.0,0.2,2.6,3.2,0.813,0.765,1.0,1.2,0.833,0.6,2.2,2.8,0.4,0.4,0.6,0.8,2.4,6.2,/players/k/kleinjo01.html,0.0
3292,1990-91,29.0,BOS,NBA,C,5.0,1.0,6.2,0.8,1.8,0.444,0.0,0.0,0.8,1.8,0.444,0.444,0.0,0.0,,1.0,1.2,2.2,0.2,0.0,0.0,0.4,1.4,1.6,/players/k/kleinjo01.html,
3293,1991-92,30.0,BOS,NBA,C,9.0,0.0,9.1,1.0,2.4,0.409,0.0,0.1,1.0,2.3,0.429,0.409,0.2,0.2,1.0,0.7,1.8,2.4,0.1,0.0,0.1,0.3,1.2,2.2,/players/k/kleinjo01.html,0.0
3294,1992-93,31.0,BOS,NBA,C,4.0,0.0,7.3,0.8,1.3,0.6,0.0,0.0,0.8,1.3,0.6,0.6,0.0,0.0,,0.0,1.3,1.3,0.0,0.0,0.3,0.0,1.0,1.5,/players/k/kleinjo01.html,
3295,1993-94,32.0,PHO,NBA,C,8.0,0.0,10.1,1.5,3.5,0.429,0.0,0.0,1.5,3.5,0.429,0.429,0.5,0.8,0.667,0.6,1.5,2.1,0.4,0.1,0.5,0.3,1.9,3.5,/players/k/kleinjo01.html,
3296,1994-95,33.0,PHO,NBA,C,10.0,10.0,16.7,3.1,5.4,0.574,0.1,0.2,3.0,5.2,0.577,0.583,0.0,0.0,,0.8,2.3,3.1,0.8,0.5,0.3,0.6,3.5,6.3,/players/k/kleinjo01.html,0.5
3297,1995-96,34.0,PHO,NBA,C,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,/players/k/kleinjo01.html,
3298,1998-99,37.0,PHO,NBA,C,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,/players/k/kleinjo01.html,
3299,2005-06,21.0,DEN,NBA,PF,3.0,0.0,4.7,1.0,2.7,0.375,0.0,0.3,1.0,2.3,0.429,0.375,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.0,2.0,/players/k/kleizli01.html,0.0
3300,2006-07,22.0,DEN,NBA,PF,5.0,0.0,13.2,0.6,2.6,0.231,0.2,1.2,0.4,1.4,0.286,0.269,0.2,0.4,0.5,0.0,1.6,1.6,0.4,0.0,0.0,0.0,1.2,1.6,/players/k/kleizli01.html,0.167
3301,2007-08,23.0,DEN,NBA,SF,4.0,3.0,30.5,5.5,10.3,0.537,0.8,3.5,4.8,6.8,0.704,0.573,2.3,3.3,0.692,2.0,4.5,6.5,0.8,0.3,0.0,1.3,2.8,14.0,/players/k/kleizli01.html,0.214
3302,2008-09,24.0,DEN,NBA,SF,14.0,0.0,15.0,2.2,4.7,0.47,1.2,2.9,1.0,1.9,0.538,0.598,1.3,1.7,0.75,0.6,2.6,3.2,0.5,0.4,0.1,0.1,1.2,6.9,/players/k/kleizli01.html,0.425
3303,1997-98,22.0,CLE,NBA,PG,4.0,4.0,33.0,1.5,5.3,0.286,0.0,0.0,1.5,5.3,0.286,0.286,1.5,2.5,0.6,0.0,4.0,4.0,5.8,2.5,0.3,2.0,4.0,4.5,/players/k/knighbr01.html,
3304,2003-04,28.0,MIL,NBA,PG,5.0,0.0,20.2,1.2,4.6,0.261,0.0,0.0,1.2,4.6,0.261,0.261,1.8,2.2,0.818,0.6,1.6,2.2,3.4,2.8,0.2,1.4,2.4,4.2,/players/k/knighbr01.html,
3305,2008-09,33.0,UTA,NBA,PG,5.0,0.0,3.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.8,0.0,/players/k/knighbr01.html,
3306,2020-21,23.0,ATL,NBA,PF,6.0,0.0,2.3,0.3,1.2,0.286,0.0,0.3,0.3,0.8,0.4,0.286,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.3,0.7,/players/k/knighna01.html,0.0
3307,1990-91,23.0,PHO,NBA,PG,4.0,0.0,14.0,3.3,6.5,0.5,0.3,0.8,3.0,5.8,0.522,0.519,1.3,1.8,0.714,0.3,0.8,1.0,2.3,0.3,0.0,1.0,1.8,8.0,/players/k/knighne01.html,0.333
3308,1992-93,25.0,PHO,NBA,PG,9.0,1.0,3.8,1.0,1.8,0.563,0.0,0.0,1.0,1.8,0.563,0.563,0.0,0.0,,0.1,0.2,0.3,0.8,0.0,0.1,0.3,0.1,2.0,/players/k/knighne01.html,
3309,1993-94,26.0,SAS,NBA,PG,4.0,0.0,27.0,3.3,10.3,0.317,0.0,0.8,3.3,9.5,0.342,0.317,2.8,3.0,0.917,0.8,0.8,1.5,3.0,0.8,0.0,1.8,2.3,9.3,/players/k/knighne01.html,0.0
3310,1996-97,22.0,LAL,NBA,C,9.0,0.0,10.3,0.9,1.1,0.8,0.0,0.0,0.9,1.1,0.8,0.8,0.3,0.4,0.75,0.3,1.7,2.0,0.3,0.3,0.3,0.2,1.8,2.1,/players/k/knightr01.html,
3311,1998-99,24.0,LAL,NBA,C,3.0,0.0,3.3,0.3,1.0,0.333,0.0,0.0,0.3,1.0,0.333,0.333,0.3,0.7,0.5,0.0,1.7,1.7,0.3,0.0,0.0,1.0,2.3,1.0,/players/k/knightr01.html,
3312,1999-00,25.0,LAL,NBA,C,14.0,0.0,3.4,0.6,1.1,0.533,0.0,0.0,0.6,1.1,0.533,0.533,0.1,0.4,0.333,0.2,0.1,0.4,0.0,0.1,0.2,0.4,1.1,1.3,/players/k/knightr01.html,
3313,2000-01,26.0,NYK,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,/players/k/knightr01.html,
3314,2020-21,21.0,NYK,NBA,SF,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,/players/k/knoxke01.html,
3315,2021-22,22.0,ATL,NBA,SF,2.0,0.0,4.5,3.5,5.5,0.636,3.0,5.0,0.5,0.5,1.0,0.909,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,11.0,/players/k/knoxke01.html,0.6
3316,1987-88,23.0,UTA,NBA,SG,10.0,0.0,10.9,0.9,2.3,0.391,0.1,0.5,0.8,1.8,0.444,0.413,0.2,0.2,1.0,0.3,1.1,1.4,1.1,0.1,0.0,0.9,1.8,2.1,/players/k/kofoeba01.html,0.2
3317,1985-86,22.0,ATL,NBA,C,9.0,0.0,21.4,1.6,3.2,0.483,0.0,0.0,1.6,3.2,0.483,0.483,2.9,5.1,0.565,1.2,2.6,3.8,0.6,0.7,1.1,0.8,3.0,6.0,/players/k/koncajo01.html,
3318,1986-87,23.0,ATL,NBA,C,8.0,0.0,10.8,0.9,1.6,0.538,0.0,0.0,0.9,1.6,0.538,0.538,0.8,1.0,0.75,0.6,2.5,3.1,0.4,0.4,0.5,0.0,3.0,2.5,/players/k/koncajo01.html,
3319,1988-89,25.0,ATL,NBA,C,5.0,5.0,38.4,3.6,5.8,0.621,0.0,0.0,3.6,5.8,0.621,0.621,5.6,6.6,0.848,3.2,6.4,9.6,0.8,0.4,1.6,1.6,4.6,12.8,/players/k/koncajo01.html,
3320,1990-91,27.0,ATL,NBA,C,5.0,5.0,26.6,0.8,2.8,0.286,0.0,0.0,0.8,2.8,0.286,0.286,0.4,0.4,1.0,0.8,3.8,4.6,1.4,0.4,0.8,0.6,3.4,2.0,/players/k/koncajo01.html,
3321,1992-93,29.0,ATL,NBA,C,3.0,3.0,29.7,0.3,3.3,0.1,0.0,0.0,0.3,3.3,0.1,0.1,0.3,0.7,0.5,2.7,5.3,8.0,1.3,1.0,1.7,0.7,3.0,1.0,/players/k/koncajo01.html,
3322,1993-94,30.0,ATL,NBA,C,11.0,11.0,17.7,2.5,6.0,0.409,0.0,0.0,2.5,6.0,0.409,0.409,0.4,0.9,0.4,0.5,2.3,2.7,1.2,0.5,1.1,0.5,2.9,5.3,/players/k/koncajo01.html,
3323,1995-96,32.0,ORL,NBA,C,12.0,3.0,11.7,0.3,0.6,0.571,0.0,0.0,0.3,0.6,0.571,0.571,0.3,0.6,0.429,0.7,1.3,1.9,0.3,0.4,0.3,0.3,3.3,0.9,/players/k/koncajo01.html,
3324,2020-21,24.0,MEM,NBA,SG,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/players/k/konchjo01.html,0.0
3325,2021-22,25.0,MEM,NBA,SG,8.0,0.0,7.0,0.4,1.4,0.273,0.1,0.8,0.3,0.6,0.4,0.318,0.3,0.3,1.0,0.4,2.0,2.4,0.6,0.4,0.1,0.1,0.9,1.1,/players/k/konchjo01.html,0.167
3326,2017-18,20.0,PHI,NBA,SG,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,/players/k/korkmfu01.html,1.0
3327,2018-19,21.0,PHI,NBA,SG,4.0,0.0,9.0,1.5,4.5,0.333,0.8,2.0,0.8,2.5,0.3,0.417,1.0,1.3,0.8,0.0,1.5,1.5,1.3,0.0,0.3,0.3,1.3,4.8,/players/k/korkmfu01.html,0.375
3328,2019-20,22.0,PHI,NBA,SG,4.0,0.0,10.0,0.0,1.8,0.0,0.0,1.5,0.0,0.3,0.0,0.0,0.8,1.3,0.6,0.0,1.5,1.5,0.5,0.3,0.0,0.5,0.8,0.8,/players/k/korkmfu01.html,0.0
3329,2020-21,23.0,PHI,NBA,SG,12.0,4.0,16.3,2.5,6.1,0.411,1.2,3.7,1.3,2.4,0.552,0.507,0.8,1.2,0.714,0.3,1.7,2.0,0.6,0.6,0.3,0.4,0.8,7.0,/players/k/korkmfu01.html,0.318
3330,2021-22,24.0,PHI,NBA,SG,9.0,0.0,6.8,1.2,2.6,0.478,0.4,1.1,0.8,1.4,0.538,0.565,0.2,0.2,1.0,0.1,1.2,1.3,0.4,0.1,0.1,0.2,0.8,3.1,/players/k/korkmfu01.html,0.4
3331,1989-90,23.0,MIL,NBA,PF,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,/players/k/kornefr01.html,0.0
3332,2020-21,25.0,BOS,NBA,C,2.0,0.0,2.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,/players/k/kornelu01.html,
3333,2021-22,26.0,BOS,NBA,C,5.0,0.0,2.2,0.2,0.4,0.5,0.0,0.0,0.2,0.4,0.5,0.5,0.0,0.0,,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.4,/players/k/kornelu01.html,
3334,2004-05,23.0,PHI,NBA,SF,5.0,5.0,29.4,1.6,5.6,0.286,1.4,4.8,0.2,0.8,0.25,0.411,0.4,0.4,1.0,0.6,2.0,2.6,1.6,0.8,0.2,1.6,3.6,5.0,/players/k/korveky01.html,0.292
3335,2007-08,26.0,UTA,NBA,SG,12.0,0.0,21.6,2.5,6.1,0.411,0.9,3.2,1.6,2.9,0.543,0.486,1.9,2.1,0.92,0.4,1.8,2.2,0.6,0.3,0.7,0.7,2.3,7.8,/players/k/korveky01.html,0.289
3336,2008-09,27.0,UTA,NBA,SF,5.0,2.0,27.2,3.6,9.2,0.391,2.4,5.2,1.2,4.0,0.3,0.522,1.0,1.4,0.714,0.4,1.8,2.2,2.6,0.6,0.2,0.4,1.8,10.6,/players/k/korveky01.html,0.462
3337,2009-10,28.0,UTA,NBA,SG,10.0,0.0,21.0,3.2,6.1,0.525,1.1,2.3,2.1,3.8,0.553,0.615,0.8,0.9,0.889,0.0,1.1,1.1,1.3,0.5,0.0,0.7,2.2,8.3,/players/k/korveky01.html,0.478
3338,2010-11,29.0,CHI,NBA,SG,16.0,0.0,17.3,2.4,6.1,0.388,1.4,3.3,1.0,2.9,0.348,0.5,0.4,0.4,1.0,0.1,1.1,1.2,1.1,0.5,0.2,1.0,2.2,6.6,/players/k/korveky01.html,0.423
3339,2011-12,30.0,CHI,NBA,SG,6.0,0.0,15.7,1.5,3.7,0.409,0.7,2.2,0.8,1.5,0.556,0.5,0.2,0.3,0.5,0.2,1.5,1.7,1.5,0.5,0.5,0.8,1.7,3.8,/players/k/korveky01.html,0.308
3340,2012-13,31.0,ATL,NBA,SF,6.0,2.0,29.5,3.2,8.2,0.388,2.0,5.7,1.2,2.5,0.467,0.51,1.8,2.0,0.917,0.0,3.3,3.3,0.7,0.3,0.7,1.0,2.3,10.2,/players/k/korveky01.html,0.353
3341,2013-14,32.0,ATL,NBA,SG,7.0,7.0,35.7,4.3,9.4,0.455,3.3,7.7,1.0,1.7,0.583,0.629,1.6,1.7,0.917,0.3,5.0,5.3,0.7,0.6,0.3,1.6,2.1,13.4,/players/k/korveky01.html,0.426
3342,2014-15,33.0,ATL,NBA,SG,14.0,14.0,37.6,3.7,9.5,0.391,2.8,7.9,0.9,1.6,0.565,0.538,0.9,1.1,0.813,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1,/players/k/korveky01.html,0.355
3343,2015-16,34.0,ATL,NBA,SG,10.0,8.0,31.6,3.5,7.5,0.467,2.4,5.4,1.1,2.1,0.524,0.627,0.9,0.9,1.0,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,/players/k/korveky01.html,0.444
3344,2016-17,35.0,CLE,NBA,SG,18.0,0.0,18.1,1.9,4.4,0.425,1.5,3.8,0.4,0.6,0.636,0.594,0.6,0.6,1.0,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,/players/k/korveky01.html,0.391
3345,2017-18,36.0,CLE,NBA,SG,22.0,11.0,23.0,2.7,6.4,0.418,2.0,5.0,0.6,1.5,0.438,0.578,0.9,1.0,0.864,0.3,2.1,2.4,0.9,0.4,0.4,0.6,2.0,8.3,/players/k/korveky01.html,0.413
3346,2018-19,37.0,UTA,NBA,SG,4.0,0.0,7.5,0.8,2.0,0.375,0.5,1.5,0.3,0.5,0.5,0.5,0.5,0.8,0.667,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.5,/players/k/korveky01.html,0.333
3347,2019-20,38.0,MIL,NBA,SF,10.0,0.0,11.9,2.0,4.7,0.426,1.5,3.7,0.5,1.0,0.5,0.585,0.7,0.7,1.0,0.1,0.7,0.8,0.1,0.3,0.1,0.5,0.9,6.2,/players/k/korveky01.html,0.405
3348,2009-10,20.0,UTA,NBA,C,9.0,0.0,3.4,0.4,1.1,0.4,0.0,0.0,0.4,1.1,0.4,0.4,0.0,0.0,,0.4,0.6,1.0,0.0,0.0,0.1,0.2,0.2,0.9,/players/k/koufoko01.html,
3349,2010-11,21.0,DEN,NBA,C,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/k/koufoko01.html,
3350,2011-12,22.0,DEN,NBA,C,3.0,2.0,8.7,0.3,1.0,0.333,0.0,0.0,0.3,1.0,0.333,0.333,0.0,0.0,,1.3,2.3,3.7,0.0,0.0,0.3,1.0,1.7,0.7,/players/k/koufoko01.html,
3351,2012-13,23.0,DEN,NBA,C,6.0,2.0,16.7,1.2,3.2,0.368,0.2,0.2,1.0,3.0,0.333,0.395,0.8,1.0,0.833,1.5,2.0,3.5,0.5,0.5,0.7,0.3,2.2,3.3,/players/k/koufoko01.html,1.0
3352,2013-14,24.0,MEM,NBA,C,7.0,0.0,6.4,1.0,2.3,0.438,0.0,0.0,1.0,2.3,0.438,0.438,0.6,0.6,1.0,1.0,1.1,2.1,0.3,0.3,0.4,0.4,1.0,2.6,/players/k/koufoko01.html,
3353,2014-15,25.0,MEM,NBA,C,11.0,0.0,11.5,1.5,2.8,0.548,0.0,0.0,1.5,2.8,0.548,0.548,0.3,0.5,0.6,1.7,1.8,3.5,0.4,0.4,0.5,0.1,1.3,3.4,/players/k/koufoko01.html,
3354,2004-05,21.0,NJN,NBA,PF,4.0,4.0,38.5,6.8,12.0,0.563,0.0,0.0,6.8,12.0,0.563,0.563,4.8,6.0,0.792,2.5,5.0,7.5,1.8,0.3,0.5,1.5,5.0,18.3,/players/k/krstine01.html,
3355,2005-06,22.0,NJN,NBA,PF,11.0,11.0,33.3,5.9,11.7,0.504,0.0,0.0,5.9,11.7,0.504,0.504,2.9,4.1,0.711,2.3,4.5,6.8,0.7,0.5,0.9,2.0,4.2,14.7,/players/k/krstine01.html,
3356,2009-10,26.0,OKC,NBA,C,6.0,6.0,21.5,2.5,6.2,0.405,0.0,0.0,2.5,6.2,0.405,0.405,2.2,2.3,0.929,2.5,3.3,5.8,0.7,0.5,0.7,0.8,2.5,7.2,/players/k/krstine01.html,
3357,2010-11,27.0,BOS,NBA,C,7.0,0.0,8.0,0.7,1.1,0.625,0.0,0.0,0.7,1.1,0.625,0.625,0.3,0.4,0.667,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,1.7,/players/k/krstine01.html,
3358,1987-88,23.0,MIL,NBA,PF,5.0,5.0,32.6,2.6,5.8,0.448,0.0,0.0,2.6,5.8,0.448,0.448,3.2,3.6,0.889,2.6,4.2,6.8,1.4,0.8,0.0,1.0,3.4,8.4,/players/k/krystla01.html,
3359,1988-89,24.0,MIL,NBA,PF,8.0,8.0,29.9,3.6,8.5,0.426,0.0,0.3,3.6,8.3,0.439,0.426,3.4,3.9,0.871,1.8,3.9,5.6,1.5,0.3,0.1,2.0,2.8,10.6,/players/k/krystla01.html,0.0
3360,1990-91,26.0,MIL,NBA,,3.0,0.0,8.3,0.3,2.0,0.167,0.0,0.0,0.3,2.0,0.167,0.167,0.0,0.0,,0.0,1.0,1.0,0.7,0.3,0.0,0.0,1.0,0.7,/players/k/krystla01.html,
3361,1992-93,28.0,UTA,NBA,PF,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,/players/k/krystla01.html,
3362,1993-94,29.0,ORL,NBA,PF,3.0,3.0,30.7,2.3,6.0,0.389,0.0,0.0,2.3,6.0,0.389,0.389,1.3,1.3,1.0,2.3,6.0,8.3,3.0,1.0,0.7,0.7,3.3,6.0,/players/k/krystla01.html,
3363,1993-94,25.0,CHI,NBA,SF,10.0,0.0,19.4,3.0,6.7,0.448,0.8,1.9,2.2,4.8,0.458,0.507,2.5,3.4,0.735,1.1,2.9,4.0,3.6,0.5,0.3,1.7,1.5,9.3,/players/k/kukocto01.html,0.421
3364,1994-95,26.0,CHI,NBA,SF,10.0,10.0,37.2,5.3,11.1,0.477,1.4,3.2,3.9,7.9,0.494,0.541,1.8,2.6,0.692,2.0,4.8,6.8,5.7,1.0,0.2,1.9,2.3,13.8,/players/k/kukocto01.html,0.438
3365,1995-96,27.0,CHI,NBA,SF,15.0,5.0,29.3,3.9,10.1,0.391,0.9,4.5,3.1,5.5,0.554,0.434,2.1,2.5,0.838,1.3,2.9,4.2,3.9,0.9,0.3,1.7,2.2,10.8,/players/k/kukocto01.html,0.191
3366,1996-97,28.0,CHI,NBA,SF,19.0,0.0,22.3,2.4,6.6,0.36,1.0,2.8,1.4,3.8,0.361,0.436,2.2,3.1,0.707,0.7,2.2,2.8,2.8,0.7,0.2,0.9,1.6,7.9,/players/k/kukocto01.html,0.358
3367,1997-98,29.0,CHI,NBA,SF,21.0,17.0,30.3,5.0,10.4,0.486,1.1,2.9,4.0,7.5,0.529,0.539,1.9,3.0,0.645,1.1,2.7,3.9,2.9,1.2,0.5,1.3,2.7,13.1,/players/k/kukocto01.html,0.377
3368,1999-00,31.0,PHI,NBA,SF,10.0,0.0,25.7,3.6,9.3,0.387,1.1,3.4,2.5,5.9,0.424,0.446,1.0,1.7,0.588,0.7,3.0,3.7,1.7,1.0,0.3,1.5,2.6,9.3,/players/k/kukocto01.html,0.324
3369,2002-03,34.0,MIL,NBA,PF,6.0,0.0,30.7,5.3,10.8,0.492,1.8,4.8,3.5,6.0,0.583,0.577,2.3,3.3,0.7,1.0,3.2,4.2,3.7,2.2,0.2,1.8,2.0,14.8,/players/k/kukocto01.html,0.379
3370,2003-04,35.0,MIL,NBA,PF,5.0,0.0,21.0,3.4,6.8,0.5,0.8,2.4,2.6,4.4,0.591,0.559,0.8,1.6,0.5,0.8,2.0,2.8,0.8,0.6,0.4,1.2,2.2,8.4,/players/k/kukocto01.html,0.333
3371,2005-06,37.0,MIL,NBA,PF,3.0,0.0,17.7,2.7,4.7,0.571,1.7,2.7,1.0,2.0,0.5,0.75,0.3,0.7,0.5,0.0,1.7,1.7,3.0,0.3,0.0,1.0,2.7,7.3,/players/k/kukocto01.html,0.625
3372,2021-22,19.0,GSW,NBA,SF,10.0,3.0,10.7,2.5,4.8,0.521,0.2,1.0,2.3,3.8,0.605,0.542,1.4,1.8,0.778,0.4,1.4,1.8,0.7,0.3,0.2,0.9,0.8,6.6,/players/k/kuminjo01.html,0.2
3373,2018-19,20.0,BRK,NBA,SF,4.0,3.0,17.0,2.0,5.0,0.4,0.5,2.0,1.5,3.0,0.5,0.45,1.8,2.3,0.778,1.5,3.5,5.0,0.8,0.5,0.0,0.5,2.5,6.3,/players/k/kurucro01.html,0.25
3374,2019-20,21.0,BRK,NBA,PF,4.0,1.0,14.5,2.8,5.0,0.55,0.0,2.0,2.8,3.0,0.917,0.55,0.0,0.5,0.0,0.8,2.5,3.3,0.8,0.3,0.5,0.8,2.3,5.5,/players/k/kurucro01.html,0.0
3375,2019-20,24.0,LAL,NBA,PF,21.0,0.0,23.0,3.7,8.5,0.43,1.2,4.0,2.4,4.6,0.531,0.503,1.4,1.8,0.784,0.9,2.2,3.1,0.8,0.3,0.3,1.0,2.4,10.0,/players/k/kuzmaky01.html,0.313
3376,2020-21,25.0,LAL,NBA,SF,6.0,0.0,21.5,2.3,8.0,0.292,0.7,3.8,1.7,4.2,0.4,0.333,1.0,1.5,0.667,0.7,3.2,3.8,1.2,0.3,0.2,1.0,1.3,6.3,/players/k/kuzmaky01.html,0.174
3377,2013-14,23.0,GSW,NBA,C,3.0,0.0,2.7,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.7,0.0,/players/k/kuzmiog01.html,
3378,2001-02,25.0,DAL,NBA,C,8.0,8.0,30.6,4.9,9.8,0.5,0.8,2.3,4.1,7.5,0.55,0.538,0.8,1.4,0.545,2.3,5.4,7.6,0.6,0.3,2.8,0.8,4.9,11.3,/players/l/lafrera01.html,0.333
3379,2002-03,26.0,DAL,NBA,C,20.0,16.0,24.6,3.4,7.9,0.433,0.4,2.0,3.0,5.9,0.513,0.459,0.8,1.0,0.842,1.8,2.6,4.4,0.3,0.6,2.2,0.7,4.3,8.0,/players/l/lafrera01.html,0.2
3380,2004-05,28.0,BOS,NBA,PF,7.0,7.0,26.4,2.3,5.9,0.39,1.1,2.3,1.1,3.6,0.32,0.488,1.1,1.4,0.8,0.9,4.0,4.9,1.1,0.9,1.7,1.0,3.9,6.9,/players/l/lafrera01.html,0.5
3381,2001-02,28.0,UTA,NBA,PG,4.0,0.0,13.3,1.5,4.0,0.375,0.5,1.3,1.0,2.8,0.364,0.438,1.5,2.5,0.6,0.0,1.5,1.5,1.5,0.3,0.0,1.0,1.5,5.0,/players/l/larueru01.html,0.4
3382,2021-22,26.0,CHI,NBA,SF,4.0,4.0,38.3,6.8,15.8,0.429,2.3,6.0,4.5,9.8,0.462,0.5,3.5,3.8,0.933,0.0,5.3,5.3,6.0,0.8,0.3,3.0,2.3,19.3,/players/l/lavinza01.html,0.375
3383,2018-19,22.0,POR,NBA,PF,3.0,0.0,3.7,0.3,1.3,0.25,0.0,0.7,0.3,0.7,0.5,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,/players/l/labissk01.html,0.0
3384,1995-96,26.0,ATL,NBA,C,10.0,10.0,33.4,5.9,12.2,0.484,0.1,0.3,5.8,11.9,0.487,0.488,3.8,5.4,0.704,2.7,4.2,6.9,1.5,1.2,1.0,2.1,4.1,15.7,/players/l/laettch01.html,0.333
3385,1996-97,27.0,ATL,NBA,PF,10.0,10.0,40.3,6.2,15.3,0.405,0.4,2.1,5.8,13.2,0.439,0.418,4.8,5.6,0.857,1.9,5.3,7.2,2.6,1.0,0.8,3.1,3.2,17.6,/players/l/laettch01.html,0.19
3386,1997-98,28.0,ATL,NBA,PF,4.0,0.0,21.8,3.0,8.8,0.343,0.0,0.8,3.0,8.0,0.375,0.343,3.8,4.3,0.882,0.8,3.5,4.3,1.0,1.5,0.3,2.0,4.0,9.8,/players/l/laettch01.html,0.0
3387,1998-99,29.0,DET,NBA,PF,5.0,0.0,24.6,4.0,9.4,0.426,0.0,0.0,4.0,9.4,0.426,0.426,2.2,2.8,0.786,1.2,1.6,2.8,2.2,0.8,0.2,0.6,2.8,10.2,/players/l/laettch01.html,
3388,1999-00,30.0,DET,NBA,C,3.0,3.0,25.0,2.3,5.7,0.412,0.0,0.0,2.3,5.7,0.412,0.412,2.0,2.7,0.75,0.7,4.3,5.0,2.0,0.0,0.3,1.0,4.7,6.7,/players/l/laettch01.html,
3389,2004-05,35.0,MIA,NBA,PF,13.0,0.0,10.5,0.9,1.8,0.5,0.0,0.1,0.9,1.8,0.522,0.5,0.4,0.5,0.833,0.2,1.7,1.9,0.5,0.3,0.0,0.5,1.3,2.2,/players/l/laettch01.html,0.0
3390,2013-14,21.0,OKC,NBA,SG,11.0,0.0,9.1,1.5,3.8,0.405,0.2,1.3,1.4,2.5,0.536,0.429,0.4,0.4,1.0,0.4,1.1,1.5,0.6,0.6,0.1,0.3,0.7,3.6,/players/l/lambje01.html,0.143
3391,2015-16,23.0,CHO,NBA,SG,3.0,0.0,4.0,1.7,3.0,0.556,0.3,0.3,1.3,2.7,0.5,0.611,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.0,3.7,/players/l/lambje01.html,1.0
3392,2007-08,24.0,HOU,NBA,PF,6.0,0.0,17.7,1.8,4.3,0.423,0.0,0.0,1.8,4.3,0.423,0.423,2.0,2.7,0.75,2.5,2.2,4.7,0.0,1.2,0.5,0.3,1.3,5.7,/players/l/landrca01.html,
3393,2008-09,25.0,HOU,NBA,PF,13.0,0.0,18.5,3.0,5.4,0.557,0.0,0.2,3.0,5.2,0.574,0.557,1.5,2.5,0.576,1.2,2.7,3.9,0.2,0.3,0.4,1.1,2.1,7.5,/players/l/landrca01.html,0.0
