,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS,OWS,DWS,WS,WS/40,PER,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OBPM,DBPM,BPM
880,1999-00,UCLA,Pac-10,33.0,1080.0,0.64,0.63,0.47,0.258,16.4,/players/jason-kapono-1.html,33.0,4.1,1.0,5.1,0.189,,,,,,,,,,,,
881,2000-01,UCLA,Pac-10,32.0,1122.0,0.61,0.551,0.485,0.404,15.2,/players/jason-kapono-1.html,31.0,3.4,1.4,4.8,0.17,,,,,,,,,,,,
882,2001-02,UCLA,Pac-10,33.0,1142.0,0.62,0.577,0.519,0.319,12.9,/players/jason-kapono-1.html,33.0,3.6,0.7,4.3,0.151,,,,,8.5,11.6,,0.1,21.0,,,
883,2002-03,UCLA,Pac-10,29.0,969.0,0.583,0.543,0.43,0.246,12.7,/players/jason-kapono-1.html,29.0,2.5,0.4,2.9,0.121,,,,,8.7,12.0,,0.0,23.3,,,
884,2004-05,Kansas,Big 12,27.0,270.0,0.498,0.536,0.0,0.536,23.8,/players/sasha-kaun-1.html,2.0,0.1,0.8,0.9,0.134,,,,,13.2,2.0,,4.5,17.2,,,
885,2005-06,Kansas,Big 12,33.0,638.0,0.562,0.562,0.0,0.616,8.8,/players/sasha-kaun-1.html,29.0,1.3,2.4,3.7,0.231,,,,,15.0,3.6,,3.9,19.7,,,
886,2006-07,Kansas,Big 12,35.0,609.0,0.53,0.53,0.0,0.373,13.3,/players/sasha-kaun-1.html,28.0,0.6,2.3,2.9,0.193,,,,,12.1,4.8,,5.7,18.0,,,
887,2007-08,Kansas,Big 12,40.0,707.0,0.607,0.619,0.0,0.693,12.0,/players/sasha-kaun-1.html,6.0,1.8,2.5,4.3,0.242,,,,,,,,,,,,
888,1983-84,Arizona,Pac-10,28.0,633.0,0.545,,,0.331,16.2,/players/steve-kerr-1.html,1.0,,,,,,,,,,,,,,,,
889,1984-85,Arizona,Pac-10,31.0,1036.0,0.604,,,0.32,15.2,/players/steve-kerr-1.html,,,,,,,,,,,,,,,,,
890,1985-86,Arizona,Pac-10,32.0,1228.0,0.578,,,0.219,11.3,/players/steve-kerr-1.html,32.0,,,,,,,,,,,,,,,,
891,1987-88,Arizona,Pac-10,38.0,1239.0,0.782,0.77,0.737,0.274,10.6,/players/steve-kerr-1.html,,,,,,,,,,,,,,,,,
892,1992-93,California,Pac-10,29.0,922.0,0.539,0.505,0.293,0.467,24.2,/players/jason-kidd-1.html,,,,,,,,,,,,,,,,,
893,1993-94,California,Pac-10,30.0,1053.0,0.578,0.544,0.401,0.48,23.0,/players/jason-kidd-1.html,29.0,,,,,,,,,,,,,,,,
894,2011-12,Kentucky,SEC,40.0,1245.0,0.57,0.511,0.156,0.589,17.3,/players/michael-kidd-gilchrist-1.html,39.0,3.4,2.6,6.0,0.192,21.2,497.0,10.3,17.3,14.0,10.8,1.9,2.8,20.6,4.1,3.6,7.7
895,1990-91,Nicholls State,Ind,27.0,708.0,0.545,0.518,0.016,0.588,19.2,/players/gerard-king-1.html,,,,,,,,,,,,,,,,,
896,1991-92,Nicholls State,Southland,28.0,708.0,0.537,0.5,0.004,0.558,15.4,/players/gerard-king-1.html,23.0,,,,,,,,,,,,,,,,
897,1993-94,Nicholls State,Southland,27.0,871.0,0.556,0.53,0.0,0.584,13.0,/players/gerard-king-1.html,27.0,,,,,,,,,,,,,,,,
898,1994-95,Nicholls State,Southland,28.0,860.0,0.594,0.564,0.002,0.43,9.4,/players/gerard-king-1.html,,,,,,,,,,,,,,,,,
899,1985-86,Oklahoma,Big 8,14.0,230.0,0.48,,,0.642,,/players/stacey-king-1.html,10.0,,,,,,,,,,,,,,,,
900,1986-87,Oklahoma,Big 8,28.0,441.0,0.482,0.438,0.006,0.537,10.2,/players/stacey-king-1.html,14.0,,,,,,,,,12.5,4.5,,3.5,21.9,,,
901,1987-88,Oklahoma,Big 8,39.0,1212.0,0.573,0.543,0.002,0.465,,/players/stacey-king-1.html,,,,,,,,,,,,,,,,,
902,1988-89,Oklahoma,Big 8,33.0,1142.0,0.567,0.524,0.0,0.476,10.7,/players/stacey-king-1.html,,,,,,,,,,,,,,,,,
903,1992-93,Villanova,Big East,27.0,875.0,0.588,0.574,0.424,0.246,17.5,/players/kerry-kittles-1.html,17.0,,,,,,,,,,,,,,,,
904,1993-94,Villanova,Big East,32.0,1258.0,0.546,0.522,0.405,0.25,11.0,/players/kerry-kittles-1.html,31.0,,,,,,,,,,,,,,,,
905,1994-95,Villanova,Big East,33.0,1218.0,0.629,0.609,0.415,0.238,11.1,/players/kerry-kittles-1.html,33.0,,,,,,,,,,,,,,,,
906,1995-96,Villanova,Big East,30.0,1059.0,0.564,0.537,0.406,0.305,9.2,/players/kerry-kittles-1.html,29.0,3.2,2.4,5.6,0.21,,,,,,,,,,,,
907,1980-81,Notre Dame,Ind,29.0,291.0,0.66,,,0.32,,/players/joe-kleine-1.html,11.0,,,,,,,,,,,,,,,,
908,1982-83,Arkansas,SWC,30.0,950.0,0.556,,,0.355,18.4,/players/joe-kleine-1.html,,,,,,,,,,,,,,,,,
909,1983-84,Arkansas,SWC,32.0,1173.0,0.644,,,0.601,17.8,/players/joe-kleine-1.html,32.0,,,,,,,,,,,,,,,,
910,1984-85,Arkansas,SWC,35.0,1289.0,0.638,,,0.531,12.6,/players/joe-kleine-1.html,35.0,,,,,,,,,,,,,,,,
911,2010-11,Kentucky,SEC,38.0,1363.0,0.553,0.508,0.45,0.333,16.8,/players/brandon-knight-1.html,38.0,3.6,1.8,5.3,0.157,19.3,652.0,2.2,10.2,6.3,23.4,1.1,0.6,27.0,4.5,0.9,5.5
912,1993-94,Stanford,Pac-10,28.0,916.0,0.473,0.376,0.217,0.63,23.4,/players/brevin-knight-1.html,28.0,,,,,,,,,,,,,,,,
913,1994-95,Stanford,Pac-10,28.0,912.0,0.555,0.484,0.159,0.636,18.5,/players/brevin-knight-1.html,28.0,,,,,,,,,,,,,,,,
914,1995-96,Stanford,Pac-10,29.0,915.0,0.551,0.461,0.189,0.551,20.5,/players/brevin-knight-1.html,,2.3,2.3,4.6,0.2,,,,,,,,,,,,
915,1996-97,Stanford,Pac-10,30.0,960.0,0.561,0.474,0.323,0.584,19.1,/players/brevin-knight-1.html,29.0,2.6,2.6,5.2,0.216,,,,,,,,,,,,
916,1992-93,UConn,Big East,24.0,278.0,0.455,0.46,0.079,0.429,26.3,/players/travis-knight-1.html,,,,,,,,,,,,,,,,,
917,1993-94,UConn,Big East,33.0,390.0,0.447,0.439,0.0,0.22,18.8,/players/travis-knight-1.html,8.0,,,,,,,,,,,,,,,,
918,1994-95,UConn,Big East,33.0,768.0,0.573,0.558,0.0,0.273,17.1,/players/travis-knight-1.html,0.0,,,,,,,,,,,,,,,,
919,1995-96,UConn,Big East,34.0,948.0,0.551,0.521,0.0,0.351,21.4,/players/travis-knight-1.html,33.0,1.4,4.4,5.8,0.246,,,,,,,,,,,,
920,1999-00,Creighton,MVC,33.0,601.0,0.655,0.63,0.711,0.186,16.2,/players/kyle-korver-1.html,1.0,2.5,0.5,3.0,0.198,,,,,,,,,,,,
921,2000-01,Creighton,MVC,32.0,941.0,0.66,0.629,0.702,0.263,13.9,/players/kyle-korver-1.html,32.0,4.1,2.5,6.5,0.277,,,,,,,,,,,,
922,2001-02,Creighton,MVC,29.0,916.0,0.672,0.622,0.672,0.398,16.2,/players/kyle-korver-1.html,28.0,3.8,1.5,5.4,0.234,,,,,10.6,20.5,,1.3,21.3,,,
923,2002-03,Creighton,MVC,34.0,1082.0,0.674,0.633,0.688,0.307,13.2,/players/kyle-korver-1.html,34.0,5.2,2.6,7.8,0.289,,,,,12.1,17.7,,1.5,23.8,,,
924,2014-15,Utah,Pac-12,31.0,252.0,0.536,0.525,0.43,0.456,15.8,/players/kyle-kuzma-1.html,0.0,0.4,0.5,1.0,0.157,16.5,100.0,5.5,20.5,13.7,16.3,0.3,2.2,25.2,0.4,2.2,2.6
925,2015-16,Utah,Pac-12,36.0,867.0,0.56,0.544,0.173,0.363,17.0,/players/kyle-kuzma-1.html,35.0,1.5,1.2,2.7,0.123,18.4,378.0,9.4,17.6,13.8,12.0,0.8,1.8,24.9,1.6,0.7,2.3
926,2016-17,Utah,Pac-12,29.0,894.0,0.565,0.542,0.233,0.352,12.8,/players/kyle-kuzma-1.html,29.0,2.8,1.8,4.5,0.204,25.0,481.0,11.3,23.3,17.7,15.2,1.1,1.6,27.0,5.6,0.7,6.3
927,1992-93,Wake Forest,ACC,15.0,52.0,0.641,0.607,0.714,0.357,5.8,/players/rusty-larue-1.html,0.0,,,,,,,,,,,,,,,,
928,1993-94,Wake Forest,ACC,28.0,350.0,0.593,0.593,0.741,0.046,12.7,/players/rusty-larue-1.html,4.0,,,,,,,,,,,,,,,,
929,1994-95,Wake Forest,ACC,32.0,634.0,0.58,0.563,0.742,0.088,12.2,/players/rusty-larue-1.html,0.0,,,,,,,,,,,,,,,,
930,1995-96,Wake Forest,ACC,32.0,979.0,0.66,0.631,0.633,0.226,17.2,/players/rusty-larue-1.html,27.0,3.0,0.9,4.0,0.162,,,,,,,,,,,,
931,2013-14,UCLA,Pac-12,37.0,904.0,0.545,0.524,0.444,0.236,11.6,/players/zach-lavine-1.html,1.0,1.4,1.2,2.5,0.111,14.6,324.0,2.4,9.5,6.1,12.6,2.1,0.8,20.1,1.7,1.2,2.9
932,1988-89,Duke,ACC,36.0,607.0,0.737,0.726,0.006,0.761,21.1,/players/christian-laettner-1.html,16.0,,,,,,,,,15.9,11.7,,3.8,19.9,,,
933,1989-90,Duke,ACC,38.0,1135.0,0.61,0.518,0.032,0.708,16.6,/players/christian-laettner-1.html,38.0,,,,,,,,,17.5,12.6,,2.7,22.9,,,
934,1990-91,Duke,ACC,39.0,1178.0,0.647,0.594,0.113,0.558,16.9,/players/christian-laettner-1.html,39.0,,,,,,,,,,,,,,,,
935,1991-92,Duke,ACC,35.0,1128.0,0.68,0.636,0.219,0.525,17.4,/players/christian-laettner-1.html,35.0,,,,,,,,,15.0,11.3,,2.3,27.7,,,
936,2004-05,Purdue,Big Ten,25.0,757.0,0.648,0.625,0.069,0.753,15.6,/players/carl-landry-1.html,25.0,3.9,1.1,5.0,0.262,,,,,14.5,11.5,,1.8,28.7,,,
937,2005-06,Purdue,Big Ten,5.0,123.0,0.658,0.581,0.14,0.721,22.8,/players/carl-landry-1.html,4.0,0.7,0.0,0.7,0.225,,,,,,,,,,,,
938,2006-07,Purdue,Big Ten,34.0,1035.0,0.645,0.602,0.052,0.755,17.0,/players/carl-landry-1.html,34.0,5.2,3.2,8.4,0.324,,,,,14.9,9.9,,2.4,29.9,,,
939,2001-02,Florida,SEC,31.0,557.0,0.579,0.579,0.0,0.628,22.0,/players/david-lee-1.html,0.0,1.2,1.8,3.0,0.212,,,,,,,,,,,,
940,2002-03,Florida,SEC,33.0,866.0,0.65,0.648,0.0,0.509,17.6,/players/david-lee-1.html,33.0,3.0,2.7,5.7,0.262,,,,,15.3,14.4,,3.9,20.7,,,
941,2003-04,Florida,SEC,31.0,851.0,0.636,0.588,0.008,0.569,16.5,/players/david-lee-1.html,30.0,3.1,1.3,4.4,0.205,,,,,14.6,21.2,,1.3,23.1,,,
942,2004-05,Florida,SEC,32.0,897.0,0.57,0.525,0.013,0.528,18.2,/players/david-lee-1.html,32.0,2.3,2.7,5.0,0.225,,,,,18.9,16.4,,2.0,26.5,,,
943,2001-02,Florida,SEC,31.0,557.0,0.579,0.579,0.0,0.628,22.0,/players/david-lee-1.html,0.0,1.2,1.8,3.0,0.212,,,,,,,,,,,,
944,2002-03,Florida,SEC,33.0,866.0,0.65,0.648,0.0,0.509,17.6,/players/david-lee-1.html,33.0,3.0,2.7,5.7,0.262,,,,,15.3,14.4,,3.9,20.7,,,
945,2003-04,Florida,SEC,31.0,851.0,0.636,0.588,0.008,0.569,16.5,/players/david-lee-1.html,30.0,3.1,1.3,4.4,0.205,,,,,14.6,21.2,,1.3,23.1,,,
946,2004-05,Florida,SEC,32.0,897.0,0.57,0.525,0.013,0.528,18.2,/players/david-lee-1.html,32.0,2.3,2.7,5.0,0.225,,,,,18.9,16.4,,2.0,26.5,,,
947,2009-10,San Diego State,MWC,34.0,1064.0,0.515,0.477,0.214,0.321,15.5,/players/kawhi-leonard-1.html,33.0,2.5,2.5,5.0,0.188,23.2,448.0,13.9,23.6,18.9,12.7,2.8,2.6,24.3,,,
948,2010-11,San Diego State,MWC,36.0,1172.0,0.512,0.471,0.181,0.305,12.3,/players/kawhi-leonard-1.html,36.0,3.6,3.2,6.8,0.231,26.5,567.0,11.4,26.2,19.0,16.0,2.7,1.9,27.6,5.3,3.9,9.2
949,1983-84,Northeastern,ECACN,32.0,1030.0,0.554,,,0.322,13.9,/players/reggie-lewis-1.html,,,,,,,,,,,,,,,,,
950,1984-85,Northeastern,ECACN,31.0,1082.0,0.544,,,0.364,11.4,/players/reggie-lewis-1.html,31.0,,,,,,,,,,,,,,,,
951,1985-86,Northeastern,ECACN,30.0,1118.0,0.535,,,0.41,10.8,/players/reggie-lewis-1.html,,,,,,,,,,,,,,,,,
952,1986-87,Northeastern,ECACN,29.0,957.0,0.563,0.519,0.179,0.389,12.0,/players/reggie-lewis-1.html,,,,,,,,,,,,,,,,,
953,2008-09,Weber State,Big Sky,31.0,911.0,0.569,0.524,0.478,0.299,18.3,/players/damian-lillard-1.html,26.0,2.0,0.6,2.6,0.115,,,,,8.3,21.3,,0.6,22.8,,,
954,2009-10,Weber State,Big Sky,31.0,1062.0,0.594,0.529,0.499,0.445,12.5,/players/damian-lillard-1.html,31.0,4.4,1.0,5.4,0.202,24.8,581.0,1.2,12.8,6.9,23.3,1.9,0.4,28.0,,,
955,2010-11,Weber State,Big Sky,10.0,285.0,0.609,0.522,0.491,0.625,16.2,/players/damian-lillard-1.html,9.0,1.2,0.4,1.6,0.22,28.1,172.0,2.7,13.2,8.1,27.3,3.0,0.8,32.5,6.0,0.9,6.9
956,2011-12,Weber State,Big Sky,32.0,1105.0,0.635,0.562,0.465,0.519,10.7,/players/damian-lillard-1.html,32.0,6.7,1.4,8.0,0.291,34.0,746.0,1.9,15.8,9.0,27.1,2.5,0.7,33.0,9.1,0.7,9.8
957,2006-07,Harvard,Ivy,28.0,506.0,0.524,0.458,0.302,0.415,28.7,/players/jeremy-lin-1.html,0.0,0.4,0.3,0.7,0.052,,,,,,,,,,,,
958,2007-08,Harvard,Ivy,30.0,940.0,0.51,0.492,0.317,0.265,18.5,/players/jeremy-lin-1.html,30.0,0.9,0.4,1.3,0.055,,,,,,,,,,,,
959,2008-09,Harvard,Ivy,28.0,975.0,0.605,0.562,0.302,0.508,20.5,/players/jeremy-lin-1.html,28.0,3.5,0.7,4.2,0.171,,,,,10.2,30.7,,1.5,29.2,,,
960,2009-10,Harvard,Ivy,29.0,933.0,0.626,0.571,0.307,0.683,19.1,/players/jeremy-lin-1.html,29.0,3.4,2.0,5.3,0.229,,483.0,3.5,12.9,8.6,31.0,4.5,3.6,26.1,,,
961,1987-88,New Mexico,WAC,35.0,424.0,0.485,0.5,0.0,0.425,21.3,/players/luc-longley-1.html,,,,,,,,,,,,,,,,,
962,1988-89,New Mexico,WAC,33.0,966.0,0.611,0.578,0.0,0.346,18.4,/players/luc-longley-1.html,,,,,,,,,,,,,,,,,
963,1989-90,New Mexico,WAC,34.0,1192.0,0.615,0.559,0.0,0.47,18.0,/players/luc-longley-1.html,,,,,,,,,,,,,,,,,
964,1990-91,New Mexico,WAC,30.0,1067.0,0.674,0.656,0.006,0.464,21.0,/players/luc-longley-1.html,,,,,,,,,,,,,,,,,
965,2014-15,UCLA,Pac-12,36.0,1113.0,0.532,0.505,0.165,0.458,10.3,/players/kevon-looney-1.html,36.0,2.8,2.0,4.8,0.172,21.9,428.0,12.2,21.0,16.6,9.1,2.5,3.3,19.7,4.7,2.3,7.0
966,2006-07,Stanford,Pac-10,26.0,654.0,0.524,0.502,0.053,0.23,14.7,/players/brook-lopez-1.html,18.0,1.0,1.5,2.5,0.153,,,,,13.7,7.6,,4.9,28.5,,,
967,2007-08,Stanford,Pac-10,27.0,831.0,0.537,0.468,0.015,0.494,10.7,/players/brook-lopez-1.html,25.0,2.0,3.5,5.4,0.261,,,,,15.3,11.3,,4.9,33.7,,,
968,2007-08,UCLA,Pac-10,39.0,1156.0,0.644,0.595,0.202,0.635,12.9,/players/kevin-love-1.html,38.0,5.6,5.7,11.3,0.391,,,,,22.1,14.1,,3.6,27.0,,,
969,2004-05,Villanova,Big East,24.0,557.0,0.481,0.438,0.145,0.487,17.6,/players/kyle-lowry-1.html,3.0,0.2,1.3,1.6,0.112,,,,,,,,,,,,
970,2005-06,Villanova,Big East,33.0,967.0,0.56,0.482,0.072,0.614,17.8,/players/kyle-lowry-1.html,31.0,1.9,3.1,4.9,0.204,,,,,8.3,25.9,,0.6,20.4,,,
971,2011-12,Furman,Southern,27.0,565.0,0.465,0.418,0.363,0.39,21.0,/players/jordan-loyd-1.html,13.0,0.2,0.6,0.8,0.059,10.8,170.0,4.2,17.5,10.4,18.3,1.6,0.8,20.3,-3.0,0.0,-3.0
972,2012-13,Furman,Southern,1.0,23.0,0.314,0.25,0.25,1.25,0.0,/players/jordan-loyd-1.html,0.0,0.0,0.0,0.0,0.045,11.9,6.0,0.0,28.9,13.7,36.6,0.0,0.0,14.9,-2.3,1.2,-1.2
973,1995-96,Nebraska,Big 8,35.0,1033.0,0.533,0.496,0.263,0.414,25.7,/players/tyronn-lue-1.html,34.0,1.1,0.9,2.0,0.077,,,,,,,,,,,,
974,1996-97,Nebraska,Big 12,32.0,1150.0,0.549,0.501,0.288,0.326,18.8,/players/tyronn-lue-1.html,30.0,2.8,0.9,3.7,0.129,,,,,,,,,,,,
975,1997-98,Nebraska,Big 12,32.0,1149.0,0.55,0.51,0.382,0.265,,/players/tyronn-lue-1.html,32.0,3.2,1.7,4.9,0.172,,,,,,,,,,,,
976,1988-89,UCLA,Pac-10,31.0,999.0,0.609,0.556,0.008,0.445,13.0,/players/don-maclean-1.html,31.0,,,,,,,,,13.4,6.6,,0.6,25.7,,,
977,1989-90,UCLA,Pac-10,33.0,1111.0,0.584,0.517,0.004,0.458,9.7,/players/don-maclean-1.html,33.0,,,,,,,,,13.9,5.9,,1.2,25.5,,,
978,1990-91,UCLA,Pac-10,31.0,1008.0,0.617,0.554,0.028,0.485,12.0,/players/don-maclean-1.html,31.0,,,,,,,,,,,,,,,,
979,1991-92,UCLA,Pac-10,32.0,1033.0,0.595,0.511,0.037,0.471,13.1,/players/don-maclean-1.html,32.0,,,,,,,,,,,,,,,,
980,1987-88,Temple,A-10,34.0,1203.0,0.527,0.506,0.25,0.156,6.5,/players/mark-macon-1.html,34.0,,,,,,,,,,,,,,,,
981,1988-89,Temple,A-10,30.0,1137.0,0.489,0.45,0.267,0.25,8.8,/players/mark-macon-1.html,30.0,,,,,,,,,,,,,,,,
982,1989-90,Temple,A-10,31.0,1192.0,0.484,0.438,0.297,0.27,8.8,/players/mark-macon-1.html,,,,,,,,,,,,,,,,,
983,1990-91,Temple,A-10,31.0,1190.0,0.535,0.506,0.318,0.221,8.2,/players/mark-macon-1.html,,,,,,,,,,,,,,,,,
984,1996-97,Stanford,Pac-10,25.0,410.0,0.565,0.537,0.0,0.779,14.5,/players/mark-madsen-1.html,0.0,0.7,1.0,1.8,0.172,,,,,,,,,,,,
985,1997-98,Stanford,Pac-10,27.0,706.0,0.606,0.589,0.005,0.67,,/players/mark-madsen-1.html,24.0,2.0,1.6,3.7,0.207,,,,,,,,,,,,
986,1998-99,Stanford,Pac-10,33.0,969.0,0.607,0.605,0.004,0.862,12.5,/players/mark-madsen-1.html,33.0,3.1,3.4,6.5,0.267,,,,,,,,,,,,
987,1999-00,Stanford,Pac-10,23.0,628.0,0.591,0.587,0.0,0.614,12.5,/players/mark-madsen-1.html,20.0,1.8,2.4,4.2,0.269,,,,,,,,,,,,
988,1996-97,Kentucky,SEC,40.0,626.0,0.508,0.49,0.0,0.536,25.0,/players/jamaal-magloire-1.html,21.0,0.5,4.5,5.0,0.317,,,,,,,,,,,,
989,1997-98,Kentucky,SEC,38.0,567.0,0.523,0.487,0.0,0.405,,/players/jamaal-magloire-1.html,12.0,0.6,2.3,2.9,0.203,,,,,,,,,,,,
990,1998-99,Kentucky,SEC,34.0,668.0,0.545,0.531,0.0,0.48,16.2,/players/jamaal-magloire-1.html,6.0,1.1,2.8,3.8,0.229,,,,,,,,,,,,
991,1999-00,Kentucky,SEC,33.0,978.0,0.554,0.5,0.0,0.686,19.5,/players/jamaal-magloire-1.html,33.0,2.2,3.3,5.6,0.228,,,,,,,,,,,,
992,1984-85,Central Michigan,MAC,12.0,360.0,0.575,,,0.414,,/players/dan-majerle-1.html,,,,,,,,,,,,,,,,,
993,1985-86,Central Michigan,MAC,27.0,1002.0,0.563,,,0.393,10.8,/players/dan-majerle-1.html,27.0,,,,,,,,,,,,,,,,
994,1986-87,Central Michigan,MAC,23.0,824.0,0.563,0.558,0.023,0.532,9.3,/players/dan-majerle-1.html,22.0,,,,,,,,,,,,,,,,
995,1987-88,Central Michigan,MAC,32.0,1197.0,0.584,0.564,0.189,0.452,0.6,/players/dan-majerle-1.html,,,,,,,,,,,,,,,,,
996,1982-83,Louisiana Tech,Southland,28.0,894.0,0.599,,,0.654,15.7,/players/karl-malone-1.html,28.0,,,,,,,,,,,,,,,,
997,1983-84,Louisiana Tech,Southland,32.0,1011.0,0.608,,,0.618,16.1,/players/karl-malone-1.html,31.0,,,,,,,,,,,,,,,,
998,1984-85,Louisiana Tech,Southland,32.0,926.0,0.551,,,0.426,14.7,/players/karl-malone-1.html,32.0,,,,,,,,,,,,,,,,
999,1990-91,Vanderbilt,SEC,30.0,557.0,0.572,0.555,0.69,0.14,33.2,/players/matt-maloney-1.html,,,,,,,,,,,,,,,,,
1000,1992-93,Penn,Ivy,27.0,954.0,0.562,0.539,0.571,0.187,13.5,/players/matt-maloney-1.html,,,,,,,,,,,,,,,,,
1001,1993-94,Penn,Ivy,28.0,918.0,0.531,0.491,0.598,0.201,15.9,/players/matt-maloney-1.html,,,,,,,,,,,,,,,,,
1002,1994-95,Penn,Ivy,28.0,886.0,0.608,0.597,0.631,0.188,14.3,/players/matt-maloney-1.html,28.0,,,,,,,,,,,,,,,,
1003,1984-85,Kansas,Big 8,34.0,1120.0,0.594,,,0.276,17.4,/players/danny-manning-1.html,33.0,,,,,,,,,,,,,,,,
1004,1985-86,Kansas,Big 8,39.0,1256.0,0.622,,,0.273,14.5,/players/danny-manning-1.html,39.0,,,,,,,,,,,,,,,,
1005,1986-87,Kansas,Big 8,36.0,1249.0,0.642,0.618,0.005,0.402,13.1,/players/danny-manning-1.html,36.0,,,,,,,,,,,,,,,,
1006,1987-88,Kansas,Big 8,38.0,1336.0,0.617,0.59,0.04,0.357,13.1,/players/danny-manning-1.html,38.0,,,,,,,,,,,,,,,,
1007,1995-96,Georgia Tech,ACC,36.0,1345.0,0.574,0.543,0.463,0.319,16.3,/players/stephon-marbury-1.html,35.0,3.5,0.8,4.3,0.127,,,,,,,,,,,,
1008,1998-99,UNLV,WAC,29.0,954.0,0.577,0.553,0.16,0.266,8.0,/players/shawn-marion-1.html,28.0,3.0,3.0,6.0,0.253,,,,,,,,,,,,
1009,2016-17,Arizona,Pac-12,37.0,1140.0,0.635,0.584,0.434,0.436,8.1,/players/lauri-markkanen-1.html,37.0,4.8,1.8,6.7,0.235,25.0,534.0,10.0,17.5,14.0,5.6,0.8,1.8,22.5,7.9,1.5,9.4
1010,1994-95,California,Pac-10,19.0,177.0,0.524,0.512,0.0,0.558,21.6,/players/sean-marks-1.html,0.0,,,,,,,,,,,,,,,,
1011,1995-96,California,Pac-10,12.0,92.0,0.289,0.273,0.0,0.045,23.7,/players/sean-marks-1.html,0.0,-0.2,0.2,0.0,0.001,,,,,,,,,,,,
1012,1996-97,California,Pac-10,29.0,513.0,0.569,0.543,0.081,0.364,17.5,/players/sean-marks-1.html,15.0,1.2,1.7,3.0,0.231,,,,,,,,,,,,
1013,1997-98,California,Pac-10,26.0,679.0,0.525,0.483,0.055,0.448,,/players/sean-marks-1.html,18.0,0.9,1.8,2.7,0.158,,,,,,,,,,,,
1014,1991-92,UConn,Big East,30.0,806.0,0.492,0.449,0.21,0.315,19.8,/players/donyell-marshall-1.html,28.0,,,,,,,,,,,,,,,,
1015,1992-93,UConn,Big East,27.0,854.0,0.584,0.53,0.163,0.389,13.0,/players/donyell-marshall-1.html,,,,,,,,,,,,,,,,,
1016,1993-94,UConn,Big East,34.0,1157.0,0.589,0.546,0.22,0.443,11.9,/players/donyell-marshall-1.html,34.0,,,,,,,,,,,,,,,,
1017,1996-97,Cincinnati,CUSA,22.0,233.0,0.562,0.65,0.0,0.8,22.5,/players/kenyon-martin-1.html,3.0,0.3,1.5,1.8,0.316,,,,,,,,,,,,
1018,1997-98,Cincinnati,CUSA,30.0,858.0,0.601,0.626,0.005,0.53,,/players/kenyon-martin-1.html,30.0,2.0,5.0,7.0,0.326,,,,,,,,,,,,
1019,1998-99,Cincinnati,CUSA,33.0,900.0,0.575,0.573,0.004,0.359,18.8,/players/kenyon-martin-1.html,33.0,2.0,4.8,6.8,0.303,,,,,,,,,,,,
1020,1999-00,Cincinnati,CUSA,31.0,909.0,0.601,0.571,0.018,0.53,10.3,/players/kenyon-martin-1.html,31.0,3.9,5.1,9.0,0.398,,,,,,,,,,,,
1021,1990-91,Kentucky,SEC,28.0,677.0,0.547,0.516,0.284,0.304,14.5,/players/jamal-mashburn-1.html,28.0,,,,,,,,,,11.4,,1.8,24.1,,,
1022,1991-92,Kentucky,SEC,36.0,1176.0,0.647,0.626,0.268,0.433,12.4,/players/jamal-mashburn-1.html,36.0,,,,,,,,,13.7,8.9,,1.8,26.1,,,
1023,1992-93,Kentucky,SEC,34.0,1109.0,0.578,0.555,0.342,0.369,14.3,/players/jamal-mashburn-1.html,34.0,,,,,,,,,,,,,,,,
1024,1984-85,Tennessee State,Ind,28.0,801.0,0.515,,,0.573,20.5,/players/anthony-mason-1.html,,,,,,,,,,,,,,,,,
1025,1985-86,Tennessee State,Ind,28.0,913.0,0.517,,,0.304,14.2,/players/anthony-mason-1.html,,,,,,,,,,,,,,,,,
1026,1986-87,Tennessee State,OVC,27.0,951.0,0.495,0.467,0.109,0.301,12.6,/players/anthony-mason-1.html,,,,,,,,,,,,,,,,,
1027,1987-88,Tennessee State,OVC,28.0,1064.0,0.54,0.487,0.133,0.406,12.8,/players/anthony-mason-1.html,,,,,,,,,,,,,,,,,
1028,1996-97,Oklahoma State,Big 12,32.0,539.0,0.463,0.438,0.377,0.268,21.3,/players/desmond-mason-1.html,12.0,0.0,0.3,0.4,0.027,,,,,,,,,,,,
1029,1997-98,Oklahoma State,Big 12,29.0,947.0,0.59,0.562,0.231,0.411,11.6,/players/desmond-mason-1.html,29.0,2.5,2.9,5.4,0.226,,,,,,,,,,,,
1030,1998-99,Oklahoma State,Big 12,34.0,1180.0,0.552,0.513,0.194,0.348,13.3,/players/desmond-mason-1.html,34.0,2.6,3.4,6.0,0.202,,,,,,,,,,,,
1031,1999-00,Oklahoma State,Big 12,34.0,1202.0,0.61,0.574,0.352,0.385,10.7,/players/desmond-mason-1.html,34.0,4.3,3.2,7.5,0.25,,,,,,,,,,,,
1032,1985-86,Maryland,ACC,29.0,349.0,0.527,,,0.857,14.2,/players/tony-massenburg-1.html,8.0,,,,,,,,,,,,,,,,
1033,1987-88,Maryland,ACC,23.0,616.0,0.535,0.52,0.0,0.458,15.5,/players/tony-massenburg-1.html,16.0,,,,,,,,,,,,,,,,
