,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS
112,1997-98,Arizona,Pac-10,35.0,26.0,6.0,12.9,0.464,3.8,7.2,0.526,2.2,5.7,0.387,3.1,4.1,0.755,3.0,5.7,2.4,0.2,1.9,2.9,17.2,8.36,/players/mike-bibby-1.html,35.0
113,1995-96,Colorado,Big 8,26.0,27.3,5.6,13.5,0.413,3.8,8.6,0.446,1.7,4.9,0.354,5.0,5.8,0.861,6.3,5.5,1.6,0.2,1.3,2.7,17.9,6.6,/players/chauncey-billups-1.html,25.0
114,1996-97,Colorado,Big 12,29.0,34.5,5.2,12.7,0.413,2.7,6.2,0.425,2.6,6.4,0.401,6.1,7.1,0.854,4.9,4.8,2.1,0.1,2.6,2.3,19.1,6.19,/players/chauncey-billups-1.html,29.0
115,2007-08,Pitt,Big East,37.0,38.8,4.5,8.5,0.537,4.5,8.5,0.537,0.0,0.0,0.0,2.5,4.0,0.624,9.1,0.9,1.7,1.1,2.9,2.3,11.6,7.84,/players/dejuan-blair-1.html,36.0
116,2008-09,Pitt,Big East,35.0,30.3,6.5,10.9,0.593,6.5,10.9,0.593,0.0,0.0,0.0,2.8,4.6,0.605,12.3,1.2,1.5,1.0,3.0,2.2,15.7,8.61,/players/dejuan-blair-1.html,35.0
117,1987-88,Oklahoma,Big 8,39.0,30.4,6.2,13.4,0.46,4.2,8.3,0.505,2.0,5.2,0.388,2.0,2.9,0.684,4.2,5.9,3.8,0.1,2.6,2.4,16.4,7.61,/players/mookie-blaylock-1.html,0.0
118,1988-89,Oklahoma,Big 8,35.0,35.0,7.8,17.1,0.455,5.2,10.1,0.513,2.6,7.0,0.371,1.9,2.9,0.65,4.7,6.7,3.7,0.6,2.7,2.2,20.0,10.25,/players/mookie-blaylock-1.html,0.0
119,2009-10,Kentucky,SEC,37.0,13.5,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.383,2.2,3.3,0.667,3.1,2.9,1.4,0.3,0.6,1.8,11.3,6.82,/players/eric-bledsoe-1.html,35.0
120,2003-04,Utah,MWC,33.0,28.5,5.1,8.8,0.577,5.0,8.5,0.586,0.1,0.3,0.364,2.2,3.4,0.64,9.9,2.2,0.4,1.3,1.6,2.1,12.5,4.53,/players/andrew-bogut-1.html,33.0
121,2004-05,Utah,MWC,35.0,28.3,8.0,12.9,0.62,7.8,12.2,0.636,0.3,0.7,0.36,4.1,5.9,0.692,12.2,2.3,1.0,1.9,1.6,1.9,20.4,4.53,/players/andrew-bogut-1.html,35.0
122,1999-00,Florida,SEC,36.0,31.4,1.8,4.2,0.44,1.4,2.6,0.532,0.4,1.6,0.286,0.7,0.8,0.867,3.2,0.4,0.3,0.3,1.6,2.1,4.8,8.51,/players/matt-bonner-1.html,0.0
123,2000-01,Florida,SEC,31.0,21.5,4.8,9.4,0.514,3.5,6.0,0.588,1.3,3.4,0.381,2.3,3.5,0.664,7.7,1.5,0.8,0.4,1.0,1.5,13.3,7.55,/players/matt-bonner-1.html,17.0
124,2001-02,Florida,SEC,31.0,28.9,5.9,11.5,0.513,4.4,7.5,0.589,1.5,4.0,0.371,2.4,3.0,0.796,7.2,1.5,0.7,0.7,3.6,3.6,15.6,8.37,/players/matt-bonner-1.html,31.0
125,2002-03,Florida,SEC,33.0,27.9,5.5,10.8,0.51,3.6,6.8,0.531,1.9,4.0,0.474,2.2,3.1,0.733,6.1,1.5,1.1,0.6,3.0,3.1,15.2,7.76,/players/matt-bonner-1.html,33.0
126,2014-15,Kentucky,SEC,38.0,31.8,3.6,7.6,0.47,2.0,3.8,0.527,1.5,3.7,0.411,1.4,1.7,0.828,2.0,1.1,0.4,0.1,3.1,3.3,10.0,8.67,/players/devin-booker-2.html,0.0
127,1993-94,Maryland,ACC,30.0,34.4,3.8,8.3,0.454,3.4,7.4,0.459,0.4,0.9,0.407,2.9,5.0,0.584,6.1,2.2,1.5,0.6,3.2,2.9,10.8,7.4,/players/keith-booth-1.html,30.0
128,1994-95,Maryland,ACC,34.0,23.7,3.7,8.1,0.455,3.6,7.5,0.484,0.1,0.7,0.13,3.4,4.8,0.695,7.3,2.2,1.3,0.4,1.6,2.6,10.9,10.44,/players/keith-booth-1.html,34.0
129,1995-96,Maryland,ACC,30.0,25.6,4.8,10.9,0.442,4.6,9.8,0.469,0.2,1.1,0.206,5.4,7.1,0.757,7.8,2.4,1.4,0.8,1.2,2.8,15.3,9.93,/players/keith-booth-1.html,30.0
130,1996-97,Maryland,ACC,32.0,28.4,6.4,13.7,0.469,6.4,13.0,0.49,0.0,0.7,0.048,6.7,9.3,0.717,7.9,2.6,2.0,0.6,1.9,3.1,19.5,9.08,/players/keith-booth-1.html,32.0
131,1999-00,Duke,ACC,34.0,31.0,4.8,7.9,0.614,4.8,7.9,0.614,0.0,0.0,0.0,3.4,4.6,0.742,6.3,1.1,1.1,0.7,2.3,2.4,13.0,8.88,/players/carlos-boozer-1.html,30.0
132,2000-01,Duke,ACC,32.0,25.8,5.0,8.3,0.604,5.0,8.3,0.604,0.0,0.0,0.0,3.3,4.6,0.719,6.5,1.3,0.9,0.9,1.1,2.7,13.3,11.98,/players/carlos-boozer-1.html,28.0
133,2001-02,Duke,ACC,35.0,23.6,6.6,9.9,0.665,6.6,9.9,0.667,0.0,0.0,0.0,5.1,6.7,0.754,8.7,1.1,0.9,0.6,1.0,2.7,18.2,9.16,/players/carlos-boozer-1.html,35.0
134,2002-03,Georgia Tech,ACC,31.0,5.4,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,9.0,1.2,1.0,2.2,0.4,0.9,15.6,7.94,/players/chris-bosh-1.html,31.0
135,2015-16,Oregon,Pac-12,38.0,30.3,4.2,7.8,0.539,3.2,4.7,0.667,1.0,3.0,0.339,2.7,3.9,0.685,7.4,0.4,0.8,2.9,2.2,2.9,12.1,8.64,/players/chris-boucher-1.html,35.0
136,2016-17,Oregon,Pac-12,31.0,34.6,4.5,8.7,0.524,3.4,5.4,0.633,1.2,3.3,0.35,1.5,2.7,0.565,6.1,0.4,0.4,2.5,2.4,2.7,11.8,8.38,/players/chris-boucher-1.html,12.0
137,1989-90,Cal State Fullerton,Big West,18.0,36.6,0.5,1.2,0.409,0.3,0.9,0.353,0.2,0.3,0.6,0.6,0.7,0.769,1.0,0.2,0.2,0.2,2.7,2.8,1.7,5.13,/players/bruce-bowen-1.html,0.0
138,1990-91,Cal State Fullerton,Big West,28.0,29.5,3.2,8.4,0.377,2.7,6.3,0.426,0.5,2.1,0.233,3.0,4.3,0.692,6.0,2.1,0.9,0.9,1.5,2.4,9.8,1.99,/players/bruce-bowen-1.html,23.0
139,1991-92,Cal State Fullerton,Big West,28.0,28.9,4.9,11.1,0.444,4.5,9.5,0.472,0.4,1.6,0.273,4.3,5.8,0.745,7.0,2.5,1.8,0.8,2.3,3.2,14.6,3.79,/players/bruce-bowen-1.html,27.0
140,1992-93,Cal State Fullerton,Big West,27.0,23.5,5.5,11.8,0.465,5.0,10.2,0.487,0.5,1.6,0.326,4.9,7.4,0.652,6.5,2.3,2.0,0.8,1.6,2.5,16.3,2.2,/players/bruce-bowen-1.html,27.0
141,2009-10,Texas,Big 12,34.0,29.3,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,2.9,2.1,1.3,0.5,1.7,2.5,11.6,7.38,/players/avery-bradley-1.html,32.0
142,1990-91,BYU,WAC,34.0,36.8,5.5,10.6,0.518,5.5,10.6,0.517,0.0,0.0,1.0,3.8,5.4,0.692,7.7,1.2,0.7,5.2,3.5,2.2,14.8,5.37,/players/shawn-bradley-1.html,34.0
143,1997-98,Duke,ACC,21.0,39.6,4.8,8.0,0.592,4.8,8.0,0.592,0.0,0.0,0.0,3.9,6.4,0.604,7.3,0.5,1.5,1.3,3.6,2.0,13.4,9.32,/players/elton-brand-1.html,18.0
144,1998-99,Duke,ACC,39.0,26.1,6.5,10.5,0.62,6.5,10.5,0.62,0.0,0.0,0.0,4.6,6.6,0.707,9.8,1.1,1.3,2.2,2.08,2.2800000000000002,17.7,10.12,/players/elton-brand-1.html,37.0
145,1989-90,Oregon,Pac-10,29.0,29.9,6.6,13.8,0.474,5.1,10.6,0.485,1.4,3.2,0.436,3.3,4.4,0.752,3.7,6.0,1.8,0.1,2.6400000000000006,2.4200000000000004,17.9,8.43,/players/terrell-brandon-1.html,0.0
146,1990-91,Oregon,Pac-10,28.0,30.7,9.8,19.9,0.491,8.3,15.6,0.533,1.4,4.3,0.336,5.7,6.7,0.85,3.6,5.0,2.3,0.1,2.58,2.26,26.6,10.14,/players/terrell-brandon-1.html,28.0
147,1988-89,Wyoming,WAC,31.0,35.1,3.0,6.5,0.465,2.4,4.8,0.5,0.6,1.7,0.365,2.1,3.2,0.646,3.5,0.8,0.7,0.2,2.98,2.16,8.7,5.45,/players/tim-breaux-1.html,0.0
148,1989-90,Wyoming,WAC,29.0,28.3,4.6,11.4,0.403,3.1,7.4,0.423,1.4,4.0,0.365,2.2,3.5,0.624,4.0,1.9,0.7,0.1,2.3,1.0,12.8,3.99,/players/tim-breaux-1.html,0.0
149,1990-91,Wyoming,WAC,32.0,24.7,4.5,9.6,0.466,4.0,7.7,0.52,0.5,1.9,0.246,3.1,4.0,0.767,4.5,1.5,1.1,0.3,2.0,1.7,12.5,3.33,/players/tim-breaux-1.html,0.0
150,1991-92,Wyoming,WAC,29.0,34.5,5.7,10.8,0.527,4.7,8.6,0.548,1.0,2.2,0.446,3.9,5.9,0.661,4.5,1.8,1.0,0.2,2.2,2.3,16.3,2.81,/players/tim-breaux-1.html,0.0
151,1998-99,St. Bonaventure,A-10,29.0,38.0,3.0,8.9,0.342,2.1,4.8,0.432,1.0,4.1,0.237,2.3,3.1,0.753,3.5,2.3,1.8,0.1,3.0,2.0,9.3,1.99,/players/jr-bremer-1.html,7.0
152,1999-00,St. Bonaventure,A-10,23.0,24.7,3.3,7.5,0.434,1.8,3.7,0.494,1.4,3.8,0.375,1.8,2.9,0.612,3.0,2.1,1.2,0.0,1.6,2.3,9.7,5.29,/players/jr-bremer-1.html,0.0
153,2000-01,St. Bonaventure,A-10,30.0,28.1,5.2,12.5,0.418,2.8,6.0,0.464,2.5,6.6,0.376,3.7,5.0,0.735,3.9,4.2,1.6,0.0,2.8,2.5,16.6,4.54,/players/jr-bremer-1.html,30.0
154,2001-02,St. Bonaventure,A-10,30.0,28.5,7.7,18.7,0.413,4.8,9.8,0.486,2.9,8.9,0.331,6.3,7.8,0.803,4.7,3.1,1.9,0.1,2.5,1.9,24.6,3.61,/players/jr-bremer-1.html,30.0
155,2004-05,Florida,SEC,32.0,20.3,2.7,5.3,0.515,2.2,4.1,0.538,0.5,1.2,0.436,1.6,2.7,0.581,3.4,2.0,1.4,0.4,0.6,2.2,7.5,7.13,/players/corey-brewer-1.html,32.0
156,2005-06,Florida,SEC,39.0,29.8,4.4,9.4,0.468,3.3,6.3,0.527,1.1,3.1,0.35,2.8,3.7,0.769,4.8,3.3,1.6,0.4,1.3,2.3,12.7,5.49,/players/corey-brewer-1.html,37.0
157,2006-07,Florida,SEC,37.0,32.1,4.6,9.6,0.475,3.5,6.4,0.544,1.1,3.2,0.336,3.0,4.2,0.723,4.7,2.9,1.9,0.4,1.4,2.2,13.2,7.34,/players/corey-brewer-1.html,37.0
158,2015-16,Villanova,Big East,40.0,22.4,2.2,4.1,0.521,1.6,2.2,0.716,0.6,1.9,0.299,1.5,1.9,0.787,3.2,0.9,1.1,0.7,1.6,1.4,6.4,9.71,/players/mikal-bridges-1.html,0.0
159,2016-17,Villanova,Big East,36.0,31.4,3.6,6.5,0.549,2.3,3.4,0.694,1.2,3.1,0.393,1.4,1.6,0.911,4.6,2.0,1.7,0.9,1.4,1.9,9.8,9.28,/players/mikal-bridges-1.html,33.0
160,2017-18,Villanova,Big East,40.0,32.5,6.1,11.9,0.514,3.5,5.9,0.593,2.6,6.0,0.435,2.9,3.4,0.851,5.3,1.9,1.5,1.1,1.7,1.9,17.7,10.24,/players/mikal-bridges-1.html,40.0
161,2011-12,Virginia,ACC,28.0,34.1,2.3,5.7,0.396,1.5,3.3,0.451,0.8,2.4,0.324,1.4,1.8,0.8,2.8,1.4,0.5,0.1,1.4,2.1,6.7,4.23,/players/malcolm-brogdon-1.html,1.0
162,2013-14,Virginia,ACC,37.0,25.8,4.1,9.8,0.413,2.9,6.6,0.434,1.2,3.2,0.37,3.4,3.9,0.875,5.4,2.7,1.2,0.1,2.3,2.3,12.7,7.86,/players/malcolm-brogdon-1.html,37.0
163,2014-15,Virginia,ACC,34.0,33.1,4.6,11.0,0.422,3.4,7.2,0.463,1.3,3.8,0.344,3.4,3.9,0.879,3.9,2.4,0.7,0.4,3.2,2.1,14.0,7.81,/players/malcolm-brogdon-1.html,34.0
164,2015-16,Virginia,ACC,37.0,32.4,6.2,13.6,0.457,4.2,8.4,0.498,2.0,5.2,0.391,3.8,4.2,0.897,4.1,3.1,0.9,0.2,2.4,2.2,18.2,11.12,/players/malcolm-brogdon-1.html,37.0
165,2003-04,Oregon,Pac-10,21.0,36.8,2.2,5.9,0.371,0.9,2.3,0.375,1.3,3.6,0.368,1.2,1.6,0.788,2.4,2.7,0.8,0.0,2.5,2.5,7.0,6.9,/players/aaron-brooks-1.html,18.0
166,2004-05,Oregon,Pac-10,27.0,9.3,4.7,10.9,0.429,2.7,5.7,0.481,1.9,5.2,0.371,3.5,4.1,0.855,3.3,4.6,1.0,0.1,0.7,0.7,14.7,6.67,/players/aaron-brooks-1.html,26.0
167,2005-06,Oregon,Pac-10,32.0,21.8,3.6,8.8,0.406,2.2,4.7,0.47,1.4,4.2,0.336,2.2,2.8,0.807,3.4,4.4,1.1,0.2,1.4,1.8,10.8,6.85,/players/aaron-brooks-1.html,31.0
168,2006-07,Oregon,Pac-10,35.0,26.6,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,4.3,4.3,1.4,0.2,1.7,2.3,17.7,6.3,/players/aaron-brooks-1.html,35.0
169,2007-08,Providence,Big East,18.0,36.5,1.2,3.1,0.382,0.9,2.0,0.444,0.3,1.1,0.263,0.8,1.2,0.714,0.9,0.4,0.3,0.2,3.1,2.5,3.4,7.86,/players/marshon-brooks-1.html,0.0
170,2008-09,Providence,Big East,32.0,32.0,3.8,8.7,0.437,2.6,4.7,0.543,1.3,4.0,0.313,1.7,2.5,0.684,3.6,1.4,1.1,0.7,1.5,2.1,10.6,7.23,/players/marshon-brooks-1.html,0.0
171,2009-10,Providence,Big East,31.0,33.9,5.4,11.6,0.467,3.9,7.4,0.533,1.5,4.2,0.351,1.9,2.7,0.711,4.2,1.4,1.3,0.5,1.7,2.0,14.2,8.24,/players/marshon-brooks-1.html,25.0
172,2010-11,Providence,Big East,32.0,27.3,8.6,17.8,0.483,6.5,11.7,0.559,2.1,6.2,0.34,5.3,6.8,0.772,7.0,2.5,1.5,1.2,2.4,2.6,24.6,6.44,/players/marshon-brooks-1.html,31.0
173,1987-88,NC State,ACC,32.0,37.8,7.1,12.3,0.572,7.0,12.2,0.578,0.0,0.2,0.167,2.4,3.8,0.636,6.0,0.8,0.6,0.7,2.9,2.4,16.6,6.53,/players/chucky-brown-1.html,32.0
174,1988-89,NC State,ACC,31.0,36.3,6.8,12.4,0.548,6.6,11.7,0.564,0.2,0.7,0.286,2.6,4.0,0.648,8.8,1.4,0.9,0.9,2.8,2.7,16.4,7.16,/players/chucky-brown-1.html,31.0
175,1987-88,Jacksonville,Sun Belt,28.0,30.9,3.9,8.5,0.452,3.4,6.9,0.495,0.4,1.6,0.267,1.9,2.4,0.818,4.5,2.0,1.6,0.2,2.3,1.0,10.1,0.89,/players/dee-brown-1.html,0.0
176,1988-89,Jacksonville,Sun Belt,30.0,32.9,7.3,14.9,0.49,5.9,11.5,0.509,1.4,3.4,0.426,3.6,4.4,0.824,7.6,3.7,1.9,0.4,3.2,2.4,19.6,3.29,/players/dee-brown-1.html,0.0
177,1989-90,Jacksonville,Sun Belt,29.0,32.4,8.0,16.1,0.496,6.9,13.3,0.521,1.0,2.8,0.375,2.4,3.5,0.683,6.6,5.2,3.0,0.6,3.1,3.1,19.3,-0.44,/players/dee-brown-1.html,29.0
178,1998-99,UTSA,Southland,29.0,32.3,5.5,13.1,0.421,3.8,7.7,0.487,1.8,5.4,0.327,3.9,5.1,0.757,6.1,2.2,1.6,0.6,2.8,2.5,16.7,-6.83,/players/devin-brown-1.html,29.0
179,1999-00,UTSA,Southland,20.0,27.6,6.5,16.5,0.391,5.0,10.8,0.465,1.5,5.8,0.252,4.2,5.7,0.735,6.5,3.5,2.2,0.6,3.1,3.2,18.5,-4.59,/players/devin-brown-1.html,20.0
180,2000-01,UTSA,Southland,28.0,17.8,6.6,15.6,0.427,5.0,10.0,0.505,1.6,5.6,0.287,5.0,6.9,0.72,7.6,2.5,1.7,0.3,1.3,2.7,19.9,-7.77,/players/devin-brown-1.html,27.0
181,2001-02,UTSA,Southland,28.0,24.9,5.8,14.4,0.403,4.2,10.0,0.419,1.6,4.4,0.366,5.1,7.1,0.727,8.3,2.8,1.7,0.2,1.9,3.0,18.3,-7.83,/players/devin-brown-1.html,23.0
182,2015-16,California,Pac-12,34.0,30.2,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3.0,0.294,4.2,6.4,0.654,5.4,2.0,0.8,0.6,1.8,2.9,14.6,7.87,/players/jaylen-brown-1.html,34.0
183,1988-89,Louisiana Tech,ASC,32.0,30.0,1.9,4.6,0.415,1.8,4.5,0.41,0.1,0.1,0.667,0.8,1.4,0.568,5.6,1.1,0.4,1.6,2.4,3.1,4.7,2.1,/players/pj-brown-1.html,0.0
184,1989-90,Louisiana Tech,ASC,27.0,34.4,3.5,7.6,0.461,3.4,7.4,0.457,0.1,0.2,0.6,1.8,3.0,0.593,8.5,1.1,0.8,1.4,3.4,3.1,8.9,-0.35,/players/pj-brown-1.html,0.0
185,1990-91,Louisiana Tech,ASC,31.0,29.3,5.5,10.2,0.54,5.3,9.5,0.553,0.2,0.6,0.35,3.2,4.8,0.653,9.7,1.9,1.2,2.5,3.2,3.1,14.4,1.26,/players/pj-brown-1.html,0.0
186,1991-92,Louisiana Tech,Sun Belt,31.0,31.6,4.9,10.0,0.489,4.6,9.2,0.504,0.3,0.8,0.32,2.7,3.7,0.73,9.9,1.7,0.9,2.4,3.6,2.9,12.7,-0.25,/players/pj-brown-1.html,0.0
187,1987-88,Houston,SWC,29.0,22.9,2.2,4.9,0.451,2.2,4.8,0.464,0.0,0.1,0.0,2.6,3.4,0.75,2.9,5.6,2.7,0.3,1.7,1.8,7.0,2.6,/players/randy-brown-1.html,0.0
188,1989-90,New Mexico State,Big West,31.0,35.2,4.2,9.5,0.446,3.7,8.1,0.456,0.5,1.4,0.381,4.2,5.9,0.712,3.5,3.5,2.9,0.5,2.5,2.3,13.2,4.85,/players/randy-brown-1.html,0.0
189,1990-91,New Mexico State,Big West,29.0,25.5,3.8,9.5,0.399,3.4,8.3,0.417,0.3,1.2,0.278,4.2,6.0,0.691,4.0,6.4,2.4,0.2,3.5,2.6,12.1,1.81,/players/randy-brown-1.html,0.0
190,2003-04,Michigan State,Big Ten,30.0,24.7,2.9,6.5,0.451,2.4,5.0,0.483,0.5,1.5,0.341,1.5,1.9,0.807,2.5,1.3,1.1,0.0,1.6,2.2,7.9,8.38,/players/shannon-brown-1.html,24.0
191,2004-05,Michigan State,Big Ten,33.0,34.7,3.8,8.5,0.447,2.9,5.7,0.505,0.9,2.8,0.33,2.4,2.8,0.848,3.2,1.7,1.2,0.2,2.3,2.4,10.9,7.41,/players/shannon-brown-1.html,31.0
192,2005-06,Michigan State,Big Ten,34.0,11.7,5.9,12.7,0.467,4.1,7.9,0.513,1.9,4.8,0.39,3.4,4.1,0.83,4.4,2.7,1.5,0.1,1.0,1.1,17.2,7.27,/players/shannon-brown-1.html,34.0
193,2014-15,Elon,CAA,33.0,29.2,4.5,11.7,0.382,3.1,7.8,0.398,1.3,3.8,0.349,3.9,5.2,0.751,4.2,2.7,1.3,0.4,1.4,2.6,14.2,-2.69,/players/elijah-bryant-1.html,13.0
194,2016-17,BYU,WCC,23.0,24.9,3.6,8.5,0.426,2.5,4.6,0.552,1.1,3.9,0.278,3.4,4.3,0.796,3.6,2.2,0.9,0.3,1.9,2.1,11.7,1.87,/players/elijah-bryant-1.html,9.0
195,2017-18,BYU,WCC,35.0,20.3,5.8,11.7,0.494,3.3,5.8,0.574,2.4,5.9,0.415,4.2,4.9,0.85,6.3,2.3,1.3,0.5,2.0,2.1,18.2,1.53,/players/elijah-bryant-1.html,34.0
196,1987-88,Arizona,Pac-10,36.0,36.1,1.8,3.4,0.516,1.7,3.2,0.522,0.1,0.3,0.444,1.1,1.6,0.655,2.4,1.1,0.4,0.2,2.8,1.6,4.7,8.45,/players/jud-buechler-1.html,0.0
197,1988-89,Arizona,Pac-10,33.0,35.3,4.2,6.9,0.607,4.2,6.8,0.616,0.0,0.2,0.2,2.5,3.1,0.816,6.6,1.5,1.5,0.4,2.2,1.9,11.0,10.26,/players/jud-buechler-1.html,33.0
198,1989-90,Arizona,Pac-10,32.0,25.8,5.7,10.6,0.538,4.9,8.5,0.577,0.8,2.1,0.379,2.8,3.6,0.765,8.3,4.0,1.3,0.4,1.3,3.2,14.9,9.03,/players/jud-buechler-1.html,32.0
199,1988-89,Iowa,Big Ten,20.0,35.3,3.3,5.9,0.564,2.5,3.7,0.662,0.9,2.2,0.395,1.6,2.0,0.8,6.2,1.9,0.7,0.8,3.2,3.2,9.1,9.71,/players/matt-bullard-1.html,13.0
200,1989-90,Iowa,Big Ten,18.0,33.1,4.0,9.2,0.434,2.6,5.3,0.495,1.4,3.9,0.352,2.0,2.8,0.72,2.9,1.3,0.7,0.4,2.4,2.9,11.4,11.42,/players/matt-bullard-1.html,0.0
201,2011-12,Michigan,Big Ten,34.0,26.8,5.2,12.0,0.433,3.5,7.2,0.49,1.7,4.8,0.348,2.7,3.7,0.744,3.5,4.6,0.9,0.4,2.4,3.1,14.8,8.98,/players/trey-burke-1.html,32.0
202,2012-13,Michigan,Big Ten,39.0,30.7,6.6,14.4,0.463,4.7,9.3,0.506,1.9,5.1,0.384,3.4,4.3,0.801,3.2,6.7,1.6,0.5,2.4,2.9,18.6,10.05,/players/trey-burke-1.html,39.0
203,1989-90,UConn,Big East,32.0,31.3,2.8,7.1,0.386,2.1,5.1,0.415,0.6,2.0,0.313,2.1,3.3,0.623,5.5,1.8,1.9,0.9,2.7,2.8,8.2,7.0,/players/scott-burrell-1.html,20.0
204,1990-91,UConn,Big East,31.0,32.8,4.4,10.0,0.44,3.2,6.5,0.493,1.2,3.5,0.343,2.7,4.6,0.592,7.5,3.1,3.6,1.3,2.4,2.6,12.7,8.84,/players/scott-burrell-1.html,0.0
205,1991-92,UConn,Big East,30.0,36.0,5.8,12.9,0.453,3.8,7.7,0.491,2.0,5.1,0.396,2.6,4.2,0.611,6.1,2.9,2.5,1.0,2.9,2.2,16.3,7.1,/players/scott-burrell-1.html,30.0
206,1992-93,UConn,Big East,26.0,19.6,5.6,13.6,0.411,3.7,8.0,0.457,1.9,5.6,0.345,3.0,4.0,0.76,6.0,2.1,2.4,1.1,0.5,1.9,16.1,8.05,/players/scott-burrell-1.html,0.0
207,1987-88,Minnesota,Big Ten,28.0,34.3,5.1,9.8,0.516,5.0,9.5,0.525,0.1,0.4,0.3,3.5,4.9,0.713,5.6,2.0,0.6,0.6,1.1,2.0,13.7,8.21,/players/willie-burton-1.html,18.0
208,1988-89,Minnesota,Big Ten,30.0,34.6,6.6,12.5,0.529,5.8,10.5,0.554,0.8,2.0,0.4,4.6,5.7,0.797,7.5,2.0,1.2,0.6,1.5,1.3,18.6,10.09,/players/willie-burton-1.html,29.0
209,1989-90,Minnesota,Big Ten,32.0,9.1,6.6,12.7,0.519,4.9,8.4,0.587,1.6,4.3,0.382,4.5,5.8,0.77,6.4,1.8,1.2,0.8,0.5,2.0,19.3,8.86,/players/willie-burton-1.html,31.0
210,2000-01,UConn,Big East,29.0,25.9,5.2,12.0,0.435,4.7,10.4,0.455,0.5,1.6,0.304,4.4,5.9,0.754,7.6,3.1,2.2,0.3,1.1,3.5,15.3,5.43,/players/caron-butler-1.html,28.0
211,2001-02,UConn,Big East,34.0,29.4,7.4,15.3,0.486,6.6,13.1,0.5,0.9,2.2,0.4,4.6,5.9,0.779,7.5,3.0,2.1,0.4,2.3,3.9,20.3,7.59,/players/caron-butler-1.html,34.0
212,2008-09,Marquette,Big East,35.0,28.8,1.6,3.1,0.514,1.6,2.9,0.534,0.0,0.1,0.0,2.5,3.2,0.768,3.9,0.7,0.5,0.5,2.2,3.5,5.6,7.87,/players/jimmy-butler-1.html,0.0
213,2009-10,Marquette,Big East,34.0,11.0,4.4,8.2,0.53,3.9,7.3,0.534,0.5,0.9,0.5,5.5,7.2,0.766,6.4,2.0,1.3,0.6,1.1,1.7,14.7,8.23,/players/jimmy-butler-1.html,34.0
214,2010-11,Marquette,Big East,37.0,29.2,5.1,10.3,0.49,4.5,8.8,0.515,0.5,1.6,0.345,5.1,6.5,0.783,6.1,2.3,1.4,0.4,3.2,2.9,15.7,8.51,/players/jimmy-butler-1.html,35.0
215,2015-16,UNC Wilmington,CAA,29.0,27.0,1.5,2.3,0.652,1.5,2.3,0.652,0.0,0.0,0.0,0.4,0.9,0.407,2.9,0.1,0.4,0.2,2.5,2.6,3.3,0.35,/players/devontae-cacok-1.html,4.0
216,2016-17,UNC Wilmington,CAA,35.0,30.1,5.3,6.6,0.8,5.3,6.6,0.8,0.0,0.0,0.0,1.8,3.1,0.589,9.8,0.4,1.1,1.3,2.7,2.5,12.3,-0.55,/players/devontae-cacok-1.html,33.0
217,2017-18,UNC Wilmington,CAA,32.0,32.1,6.9,11.8,0.585,6.9,11.8,0.585,0.0,0.0,0.0,3.8,6.3,0.612,13.5,0.9,1.0,0.6,1.1,2.2,17.7,-1.15,/players/devontae-cacok-1.html,29.0
218,2018-19,UNC Wilmington,CAA,33.0,33.9,6.2,10.4,0.59,6.1,10.4,0.589,0.0,0.0,1.0,2.8,4.7,0.6,12.3,0.6,0.9,0.7,2.0,2.2,15.2,-2.04,/players/devontae-cacok-1.html,31.0
219,1991-92,Alabama,SEC,30.0,21.9,1.0,2.4,0.425,1.0,2.4,0.431,0.0,0.0,0.0,0.3,1.0,0.333,2.2,0.3,0.1,0.4,1.7,3.5,2.4,7.3,/players/jason-caffey-1.html,0.0
220,1992-93,Alabama,SEC,29.0,22.6,5.8,11.2,0.518,5.7,10.9,0.527,0.1,0.4,0.273,2.8,4.5,0.615,8.7,1.3,0.9,0.7,1.8,2.5,14.5,7.83,/players/jason-caffey-1.html,29.0
221,1993-94,Alabama,SEC,29.0,30.6,4.8,9.3,0.52,4.8,9.2,0.521,0.0,0.1,0.5,3.1,4.9,0.629,6.3,0.7,0.6,0.6,2.5,2.6,12.8,6.15,/players/jason-caffey-1.html,24.0
222,1994-95,Alabama,SEC,31.0,28.9,4.8,9.4,0.509,4.8,9.3,0.516,0.0,0.1,0.0,2.5,4.7,0.545,8.0,1.6,0.6,0.5,1.9,3.0,12.1,6.62,/players/jason-caffey-1.html,26.0
223,2011-12,Georgia,SEC,32.0,28.1,4.8,12.0,0.396,2.7,5.3,0.512,2.0,6.7,0.304,1.7,2.5,0.654,5.2,1.2,1.8,0.3,2.3,3.1,13.2,7.95,/players/kentavious-caldwell-pope-1.html,30.0
