,TEAM_3_LETTERS,SEASON,LEAGUE,W,L,W/L%,FINISH,SRS,PACE,REL_PACE,ORtg,REL_ORTG,DRTG,REL_DRTG,PLAYOFFS
597,MIL,1998-99,NBA,28,22,0.56,4th of 8,1.66,87.0,-1.9,104.9,2.7,103.0,0.8,Lost E. Conf. 1st Rnd.
598,MIL,1997-98,NBA,36,46,0.439,7th of 8,-1.33,90.2,-0.1,103.5,-1.5,105.6,0.6,not_play
599,MIL,1996-97,NBA,33,49,0.402,7th of 8,-1.38,89.5,-0.6,106.2,-0.5,108.3,1.6,not_play
600,MIL,1995-96,NBA,25,57,0.305,7th of 8,-4.92,90.2,-1.6,105.6,-2.0,111.5,3.9,not_play
601,MIL,1994-95,NBA,34,48,0.415,6th of 7,-4.3,92.7,-0.2,106.2,-2.1,110.9,2.6,not_play
602,MIL,1993-94,NBA,20,62,0.244,6th of 7,-6.24,94.5,-0.6,102.5,-3.8,109.3,3.0,not_play
603,MIL,1992-93,NBA,28,54,0.341,7th of 7,-3.26,96.1,-0.7,106.2,-1.8,110.1,2.1,not_play
604,MIL,1991-92,NBA,31,51,0.378,6th of 7,-1.46,95.5,-1.1,108.8,0.6,110.6,2.4,not_play
605,MIL,1990-91,NBA,48,34,0.585,3rd of 7,2.33,96.1,-1.7,109.7,1.8,107.2,-0.7,Lost E. Conf. 1st Rnd.
606,MIL,1989-90,NBA,44,38,0.537,3rd of 7,-1.06,98.0,-0.3,107.3,-0.8,108.1,0.0,Lost E. Conf. 1st Rnd.
607,MIL,1988-89,NBA,49,33,0.598,4th of 6,4.11,98.6,-2.0,110.1,2.3,106.4,-1.4,Lost E. Conf. Semis
608,MIL,1987-88,NBA,42,40,0.512,4th of 6,1.21,97.6,-2.0,108.2,0.2,107.6,-0.4,Lost E. Conf. 1st Rnd.
609,MIL,1986-87,NBA,50,32,0.61,3rd of 6,4.04,100.3,-0.5,109.5,1.2,105.6,-2.7,Lost E. Conf. Semis
610,MIL,1985-86,NBA,57,25,0.695,1st of 6,8.69,102.1,0.0,111.4,4.2,102.7,-4.5,Lost E. Conf. Finals
611,MIN,2021-22,NBA,46,36,0.561,3rd of 5,2.53,100.9,2.7,114.3,2.3,111.7,-0.3,Lost W. Conf. 1st Rnd.
612,MIN,2020-21,NBA,23,49,0.319,4th of 5,-5.25,101.6,2.4,109.5,-2.8,115.0,2.7,not_play
613,MIN,2019-20,NBA,19,45,0.297,5th of 5,-4.02,103.4,3.1,108.1,-2.5,112.2,1.6,not_play
614,MIN,2018-19,NBA,36,46,0.439,5th of 5,-1.02,100.2,0.2,111.4,1.0,112.9,2.5,not_play
615,MIN,2017-18,NBA,47,35,0.573,4th of 5,2.35,96.0,-1.3,113.4,4.8,111.1,2.5,Lost W. Conf. 1st Rnd.
616,MIN,2016-17,NBA,31,51,0.378,5th of 5,-0.64,94.6,-1.8,110.8,2.0,112.0,3.2,not_play
617,MIN,2015-16,NBA,29,53,0.354,5th of 5,-3.38,95.2,-0.6,106.5,0.1,110.1,3.7,not_play
618,MIN,2014-15,NBA,16,66,0.195,5th of 5,-8.0,94.4,0.5,102.9,-2.7,112.2,6.6,not_play
619,MIN,2013-14,NBA,40,42,0.488,3rd of 5,3.1,97.3,3.4,108.9,2.2,106.2,-0.5,not_play
620,MIN,2012-13,NBA,31,51,0.378,5th of 5,-1.83,92.8,0.8,102.9,-3.0,105.4,-0.5,not_play
621,MIN,2011-12,NBA,26,40,0.394,5th of 5,-1.83,93.3,2.0,104.3,-0.3,106.6,2.0,not_play
622,MIN,2010-11,NBA,17,65,0.207,5th of 5,-5.97,96.5,4.4,104.2,-3.1,111.1,3.8,not_play
623,MIN,2009-10,NBA,15,67,0.183,5th of 5,-9.06,96.1,3.4,101.7,-5.9,111.6,4.0,not_play
624,MIN,2008-09,NBA,24,58,0.293,4th of 5,-4.74,91.6,-0.1,106.1,-2.2,111.4,3.1,not_play
625,MIN,2007-08,NBA,22,60,0.268,4th of 5,-6.26,91.9,-0.5,103.8,-3.7,111.2,3.7,not_play
626,MIN,2006-07,NBA,32,50,0.39,4th of 5,-3.16,91.0,-0.9,103.9,-2.6,107.9,1.4,not_play
627,MIN,2005-06,NBA,33,49,0.402,4th of 5,-1.75,88.8,-1.7,102.4,-3.8,104.5,-1.7,not_play
628,MIN,2004-05,NBA,44,38,0.537,3rd of 5,1.73,89.1,-1.8,108.2,2.1,106.6,0.5,not_play
629,MIN,2003-04,NBA,58,24,0.707,1st of 7,5.86,89.0,-1.1,105.9,3.0,99.7,-3.2,Lost W. Conf. Finals
630,MIN,2002-03,NBA,51,31,0.622,3rd of 7,2.46,91.9,0.9,106.1,2.5,103.8,0.2,Lost W. Conf. 1st Rnd.
631,MIN,2001-02,NBA,50,32,0.61,3rd of 7,3.58,90.5,-0.2,109.0,4.5,105.3,0.8,Lost W. Conf. 1st Rnd.
632,MIN,2000-01,NBA,47,35,0.573,4th of 7,1.81,91.8,0.5,105.2,2.2,103.7,0.7,Lost W. Conf. 1st Rnd.
633,MIN,1999-00,NBA,50,32,0.61,3rd of 7,2.67,91.8,-1.3,106.1,2.0,103.4,-0.7,Lost W. Conf. 1st Rnd.
634,MIN,1998-99,NBA,25,25,0.5,4th of 7,-0.17,91.0,2.1,101.9,-0.3,101.5,-0.7,Lost W. Conf. 1st Rnd.
635,MIN,1997-98,NBA,45,37,0.549,3rd of 7,0.17,92.6,2.3,107.8,2.8,107.1,2.1,Lost W. Conf. 1st Rnd.
636,MIN,1996-97,NBA,40,42,0.488,3rd of 7,-1.82,90.7,0.6,105.5,-1.2,107.1,0.4,Lost W. Conf. 1st Rnd.
637,MIN,1995-96,NBA,26,56,0.317,5th of 7,-5.14,93.5,1.7,104.1,-3.5,109.8,2.2,not_play
638,MIN,1994-95,NBA,21,61,0.256,6th of 6,-8.22,91.4,-1.5,102.6,-5.7,112.4,4.1,not_play
639,MIN,1993-94,NBA,20,62,0.244,5th of 6,-6.55,94.7,-0.4,101.9,-4.4,109.2,2.9,not_play
640,MIN,1992-93,NBA,19,63,0.232,5th of 6,-7.62,93.8,-3.0,103.6,-4.4,111.8,3.8,not_play
641,MIN,1991-92,NBA,15,67,0.183,6th of 6,-6.85,95.1,-1.5,105.0,-3.2,112.4,4.2,not_play
642,MIN,1990-91,NBA,29,53,0.354,5th of 7,-3.75,92.3,-5.5,106.7,-1.2,110.9,3.0,not_play
643,MIN,1989-90,NBA,22,60,0.268,6th of 7,-3.6,91.1,-7.2,103.6,-4.5,108.2,0.1,not_play
644,NOH,2021-22,NBA,36,46,0.439,3rd of 5,-0.84,97.2,-1.0,112.0,0.0,113.0,1.0,Lost W. Conf. 1st Rnd.
645,NOH,2020-21,NBA,31,41,0.431,4th of 5,-0.2,100.1,0.9,113.5,1.2,113.8,1.5,not_play
646,NOH,2019-20,NBA,30,42,0.417,5th of 5,-0.55,103.7,3.4,110.7,0.1,111.9,1.3,not_play
647,NOH,2018-19,NBA,33,49,0.402,4th of 5,-1.1,103.3,3.3,111.4,1.0,112.6,2.2,not_play
648,NOH,2017-18,NBA,48,34,0.585,2nd of 5,1.48,100.5,3.2,109.6,1.0,108.3,-0.3,Lost W. Conf. Semis
649,NOH,2016-17,NBA,34,48,0.415,4th of 5,-1.69,98.0,1.6,105.2,-3.6,107.4,-1.4,not_play
650,NOH,2015-16,NBA,30,52,0.366,5th of 5,-3.56,96.8,1.0,105.6,-0.8,109.5,3.1,not_play
651,NOH,2014-15,NBA,45,37,0.549,5th of 5,1.13,91.4,-2.5,108.2,2.6,107.3,1.7,Lost W. Conf. 1st Rnd.
652,NOH,2013-14,NBA,34,48,0.415,5th of 5,-1.98,92.2,-1.7,107.2,0.5,110.1,3.4,not_play
653,NOH,2012-13,NBA,27,55,0.329,5th of 5,-3.12,88.5,-3.5,105.7,-0.2,110.1,4.2,not_play
654,NOH,2011-12,NBA,21,45,0.318,5th of 5,-3.11,88.3,-3.0,100.9,-3.7,105.1,0.5,not_play
655,NOH,2010-11,NBA,46,36,0.561,3rd of 5,1.28,88.7,-3.4,106.2,-1.1,105.2,-2.1,Lost W. Conf. 1st Rnd.
656,NOH,2009-10,NBA,37,45,0.451,5th of 5,-2.27,92.6,-0.1,107.4,-0.2,110.1,2.5,not_play
657,NOH,2008-09,NBA,49,33,0.598,4th of 5,1.41,87.8,-3.9,108.7,0.4,107.0,-1.3,Lost W. Conf. 1st Rnd.
658,NOH,2007-08,NBA,56,26,0.683,1st of 5,5.46,89.9,-2.5,111.5,4.0,105.7,-1.8,Lost W. Conf. Semis
659,NOH,2006-07,NBA,39,43,0.476,4th of 5,-1.19,90.2,-1.7,104.8,-1.7,106.5,0.0,not_play
660,NOH,2005-06,NBA,38,44,0.463,4th of 5,-2.51,89.0,-1.5,103.7,-2.5,106.8,0.6,not_play
661,NOH,2004-05,NBA,18,64,0.22,5th of 5,-6.3,87.6,-3.3,99.7,-6.4,107.7,1.6,not_play
662,NOH,2003-04,NBA,41,41,0.5,3rd of 8,-0.72,89.1,-1.0,102.3,-0.6,102.4,-0.5,Lost E. Conf. 1st Rnd.
663,NOH,2002-03,NBA,47,35,0.573,3rd of 8,1.52,89.4,-1.6,103.9,0.3,101.6,-2.0,Lost E. Conf. 1st Rnd.
664,NYK,2021-22,NBA,37,45,0.451,5th of 5,-0.01,95.9,-2.3,110.4,-1.6,110.5,-1.5,not_play
665,NYK,2020-21,NBA,41,31,0.569,3rd of 5,2.13,95.9,-3.3,110.6,-1.7,108.2,-4.1,Lost E. Conf. 1st Rnd.
666,NYK,2019-20,NBA,21,45,0.318,5th of 5,-6.72,98.6,-1.7,106.5,-4.1,113.0,2.4,not_play
667,NYK,2018-19,NBA,17,65,0.207,5th of 5,-8.93,99.6,-0.4,104.5,-5.9,113.7,3.3,not_play
668,NYK,2017-18,NBA,29,53,0.354,4th of 5,-3.53,96.8,-0.5,107.1,-1.5,110.7,2.1,not_play
669,NYK,2016-17,NBA,31,51,0.378,3rd of 5,-3.87,96.0,-0.4,107.7,-1.1,111.5,2.7,not_play
670,NYK,2015-16,NBA,32,50,0.39,3rd of 5,-2.74,93.4,-2.4,104.6,-1.8,107.6,1.2,not_play
671,NYK,2014-15,NBA,17,65,0.207,5th of 5,-9.5,91.2,-2.7,99.9,-5.7,110.0,4.4,not_play
672,NYK,2013-14,NBA,37,45,0.451,3rd of 5,-1.4,90.3,-3.6,108.3,1.6,109.1,2.4,not_play
673,NYK,2012-13,NBA,54,28,0.659,1st of 5,3.73,89.8,-2.2,111.1,5.2,106.3,0.4,Lost E. Conf. Semis
674,NYK,2011-12,NBA,36,30,0.545,2nd of 5,2.39,93.2,1.9,104.4,-0.2,101.0,-3.6,Lost E. Conf. 1st Rnd.
675,NYK,2010-11,NBA,42,40,0.512,2nd of 5,0.48,95.6,3.5,110.9,3.6,110.1,2.8,Lost E. Conf. 1st Rnd.
676,NYK,2009-10,NBA,29,53,0.354,3rd of 5,-4.01,94.0,1.3,107.6,0.0,111.6,4.0,not_play
677,NYK,2008-09,NBA,32,50,0.39,5th of 5,-2.33,96.7,5.0,108.1,-0.2,110.8,2.5,not_play
678,NYK,2007-08,NBA,23,59,0.28,5th of 5,-6.55,91.6,-0.8,104.7,-2.8,111.9,4.4,not_play
679,NYK,2006-07,NBA,33,49,0.402,4th of 5,-3.06,90.8,-1.1,105.7,-0.8,108.8,2.3,not_play
680,NYK,2005-06,NBA,23,59,0.28,5th of 5,-6.3,90.8,0.3,104.0,-2.2,111.0,4.8,not_play
681,NYK,2004-05,NBA,33,49,0.402,5th of 5,-2.72,90.7,-0.2,106.2,0.1,108.9,2.8,not_play
682,NYK,2003-04,NBA,39,43,0.476,3rd of 7,-1.97,89.5,-0.6,101.7,-1.2,103.3,0.4,Lost E. Conf. 1st Rnd.
683,NYK,2002-03,NBA,37,45,0.451,6th of 7,-1.61,90.7,-0.3,104.7,1.1,106.2,2.6,not_play
684,NYK,2001-02,NBA,30,52,0.366,7th of 7,-4.15,89.7,-1.0,101.5,-3.0,105.9,1.4,not_play
685,NYK,2000-01,NBA,48,34,0.585,3rd of 7,1.98,86.7,-4.6,101.2,-1.8,98.2,-4.8,Lost E. Conf. 1st Rnd.
686,NYK,1999-00,NBA,50,32,0.61,2nd of 7,1.3,89.2,-3.9,102.5,-1.6,100.9,-3.2,Lost E. Conf. Finals
687,NYK,1998-99,NBA,27,23,0.54,4th of 7,1.45,86.9,-2.0,98.6,-3.6,97.5,-4.7,Lost Finals
688,NYK,1997-98,NBA,43,39,0.524,2nd of 7,2.74,88.2,-2.1,103.0,-2.0,100.3,-4.7,Lost E. Conf. Semis
689,NYK,1996-97,NBA,57,25,0.695,2nd of 7,3.31,90.5,0.4,104.4,-2.3,101.0,-5.7,Lost E. Conf. Semis
690,NYK,1995-96,NBA,47,35,0.573,2nd of 7,2.24,91.0,-0.8,106.0,-1.6,103.5,-4.1,Lost E. Conf. Semis
691,NYK,1994-95,NBA,55,27,0.671,2nd of 7,2.78,91.2,-1.7,107.2,-1.1,103.8,-4.5,Lost E. Conf. Semis
692,NYK,1993-94,NBA,57,25,0.695,1st of 7,6.48,92.8,-2.3,105.7,-0.6,98.2,-8.1,Lost Finals
693,NYK,1992-93,NBA,60,22,0.732,1st of 7,5.87,94.5,-2.3,106.1,-1.9,99.7,-8.3,Lost E. Conf. Finals
694,NYK,1991-92,NBA,51,31,0.622,2nd of 7,3.67,92.9,-3.7,108.3,0.1,104.2,-4.0,Lost E. Conf. Semis
695,NYK,1990-91,NBA,39,43,0.476,3rd of 6,-0.43,95.0,-2.8,107.1,-0.8,107.3,-0.6,Lost E. Conf. 1st Rnd.
696,NYK,1989-90,NBA,45,37,0.549,3rd of 6,0.78,98.2,-0.1,109.4,1.3,108.0,-0.1,Lost E. Conf. Semis
697,NYK,1988-89,NBA,52,30,0.634,1st of 6,3.62,104.4,3.8,111.1,3.3,107.5,-0.3,Lost E. Conf. Semis
698,NYK,1987-88,NBA,38,44,0.463,3rd of 5,0.14,99.1,-0.5,105.9,-2.1,106.4,-1.6,Lost E. Conf. 1st Rnd.
699,NYK,1986-87,NBA,24,58,0.293,5th of 5,-5.42,98.5,-2.3,104.8,-3.5,111.1,2.8,not_play
700,NYK,1985-86,NBA,23,59,0.28,5th of 5,-4.82,98.6,-3.5,99.5,-7.7,105.2,-2.0,not_play
701,OKC,2021-22,NBA,24,58,0.293,5th of 5,-7.9,98.5,0.3,104.6,-7.4,112.8,0.8,not_play
702,OKC,2020-21,NBA,22,50,0.306,5th of 5,-10.13,101.0,1.8,103.5,-8.8,114.0,1.7,not_play
703,OKC,2019-20,NBA,44,28,0.611,2nd of 5,2.33,98.8,-1.5,110.8,0.2,108.8,-1.8,Lost W. Conf. 1st Rnd.
704,OKC,2018-19,NBA,49,33,0.598,4th of 5,3.56,102.8,2.8,110.3,-0.1,107.0,-3.4,Lost W. Conf. 1st Rnd.
705,OKC,2017-18,NBA,48,34,0.585,2nd of 5,3.42,96.7,-0.6,110.7,2.1,107.2,-1.4,Lost W. Conf. 1st Rnd.
706,OKC,2016-17,NBA,47,35,0.573,2nd of 5,1.14,97.8,1.4,108.3,-0.5,107.5,-1.3,Lost W. Conf. 1st Rnd.
707,OKC,2015-16,NBA,55,27,0.671,1st of 5,7.09,96.7,0.9,113.1,6.7,105.6,-0.8,Lost W. Conf. Finals
708,OKC,2014-15,NBA,45,37,0.549,2nd of 5,2.47,95.7,1.8,107.8,2.2,105.5,-0.1,not_play
709,OKC,2013-14,NBA,59,23,0.72,1st of 5,6.66,95.4,1.5,110.5,3.8,103.9,-2.8,Lost W. Conf. Finals
710,OKC,2012-13,NBA,60,22,0.732,1st of 5,9.15,93.3,1.3,112.4,6.5,102.6,-3.3,Lost W. Conf. Semis
711,OKC,2011-12,NBA,47,19,0.712,1st of 5,6.44,93.0,1.7,109.8,5.2,103.2,-1.4,Lost Finals
712,OKC,2010-11,NBA,55,27,0.671,1st of 5,3.81,92.7,0.6,111.2,3.9,107.2,-0.1,Lost W. Conf. Finals
713,OKC,2009-10,NBA,50,32,0.61,4th of 5,3.55,93.1,0.4,108.3,0.7,104.6,-3.0,Lost W. Conf. 1st Rnd.
714,OKC,2008-09,NBA,23,59,0.28,5th of 5,-6.04,93.6,1.9,102.9,-5.4,109.4,1.1,not_play
715,OKC,2007-08,NBA,20,62,0.244,5th of 5,-8.04,96.3,3.9,100.5,-7.0,109.5,2.0,not_play
716,OKC,2006-07,NBA,31,51,0.378,5th of 5,-2.45,91.8,-0.1,107.2,0.7,110.3,3.8,not_play
717,OKC,2005-06,NBA,35,47,0.427,3rd of 5,-2.88,91.6,1.1,111.1,4.9,114.4,8.2,not_play
718,OKC,2004-05,NBA,52,30,0.634,1st of 5,2.59,87.9,-3.0,112.2,6.1,109.6,3.5,Lost W. Conf. Semis
719,OKC,2003-04,NBA,37,45,0.451,5th of 7,0.02,89.9,-0.2,107.3,4.4,108.0,5.1,not_play
720,OKC,2002-03,NBA,40,42,0.488,5th of 7,0.37,88.0,-3.0,103.7,0.1,103.9,0.3,not_play
721,OKC,2001-02,NBA,45,37,0.549,4th of 7,3.24,89.0,-1.7,108.9,4.4,105.6,1.1,Lost W. Conf. 1st Rnd.
722,OKC,2000-01,NBA,44,38,0.537,5th of 7,0.55,91.6,0.3,105.6,2.6,105.6,2.6,not_play
723,OKC,1999-00,NBA,45,37,0.549,4th of 7,1.17,93.4,0.3,105.6,1.5,104.6,0.5,Lost W. Conf. 1st Rnd.
724,OKC,1998-99,NBA,25,25,0.5,5th of 7,-1.43,89.6,0.7,105.0,2.8,106.2,4.0,not_play
725,OKC,1997-98,NBA,61,21,0.744,1st of 7,6.33,89.8,-0.5,111.6,6.6,103.6,-1.4,Lost W. Conf. Semis
726,OKC,1996-97,NBA,57,25,0.695,1st of 7,6.91,90.3,0.2,111.2,4.5,102.7,-4.0,Lost W. Conf. Semis
727,OKC,1995-96,NBA,64,18,0.78,1st of 7,7.4,93.8,2.0,110.3,2.7,102.1,-5.5,Lost Finals
728,OKC,1994-95,NBA,57,25,0.695,2nd of 7,7.91,95.5,2.6,114.8,6.5,106.3,-2.0,Lost W. Conf. 1st Rnd.
729,OKC,1993-94,NBA,63,19,0.768,1st of 7,8.68,95.1,0.0,111.1,4.8,101.5,-4.8,Lost W. Conf. 1st Rnd.
730,OKC,1992-93,NBA,55,27,0.671,2nd of 7,6.66,96.0,-0.8,112.3,4.3,104.9,-3.1,Lost W. Conf. Finals
731,OKC,1991-92,NBA,47,35,0.573,4th of 7,1.86,95.4,-1.2,110.7,2.5,108.8,0.6,Lost W. Conf. Semis
732,OKC,1990-91,NBA,41,41,0.5,5th of 7,1.31,96.2,-1.6,109.7,1.8,108.5,0.6,Lost W. Conf. 1st Rnd.
733,OKC,1989-90,NBA,41,41,0.5,4th of 7,1.4,95.3,-3.0,110.9,2.8,109.8,1.7,not_play
734,OKC,1988-89,NBA,47,35,0.573,3rd of 7,2.44,100.1,-0.5,111.5,3.7,108.6,0.8,Lost W. Conf. Semis
735,OKC,1987-88,NBA,44,38,0.537,3rd of 6,1.29,100.2,0.6,110.2,2.2,108.1,0.1,Lost W. Conf. 1st Rnd.
736,OKC,1986-87,NBA,39,43,0.476,4th of 6,0.08,101.8,1.0,110.7,2.4,110.3,2.0,Lost W. Conf. Finals
737,OKC,1985-86,NBA,31,51,0.378,5th of 6,-0.47,97.4,-4.7,105.9,-1.3,106.0,-1.2,not_play
738,ORL,2021-22,NBA,22,60,0.268,5th of 5,-7.67,99.2,1.0,104.5,-7.5,112.5,0.5,not_play
739,ORL,2020-21,NBA,21,51,0.292,5th of 5,-9.02,98.7,-0.5,105.1,-7.2,114.5,2.2,not_play
740,ORL,2019-20,NBA,33,40,0.452,2nd of 5,-0.93,98.6,-1.7,108.5,-2.1,109.5,-1.1,Lost E. Conf. 1st Rnd.
741,ORL,2018-19,NBA,42,40,0.512,1st of 5,0.28,98.1,-1.9,108.9,-1.5,108.1,-2.3,Lost E. Conf. 1st Rnd.
742,ORL,2017-18,NBA,25,57,0.305,4th of 5,-4.92,98.1,0.8,105.2,-3.4,110.1,1.5,not_play
743,ORL,2016-17,NBA,29,53,0.354,5th of 5,-6.61,96.8,0.4,103.7,-5.1,110.5,1.7,not_play
744,ORL,2015-16,NBA,35,47,0.427,5th of 5,-1.68,96.0,0.2,105.1,-1.3,106.8,0.4,not_play
745,ORL,2014-15,NBA,25,57,0.305,5th of 5,-5.87,93.8,-0.1,101.6,-4.0,107.7,2.1,not_play
746,ORL,2013-14,NBA,23,59,0.28,5th of 5,-5.88,93.6,-0.3,101.7,-5.0,107.4,0.7,not_play
747,ORL,2012-13,NBA,20,62,0.244,5th of 5,-7.12,92.2,0.2,101.6,-4.3,109.1,3.2,not_play
748,ORL,2011-12,NBA,37,29,0.561,3rd of 5,0.46,89.0,-2.3,105.0,0.4,104.1,-0.5,Lost E. Conf. 1st Rnd.
749,ORL,2010-11,NBA,52,30,0.634,2nd of 5,4.92,91.2,-0.9,107.9,0.6,102.0,-5.3,Lost E. Conf. 1st Rnd.
750,ORL,2009-10,NBA,59,23,0.72,1st of 5,7.12,92.0,-0.7,111.4,3.8,103.3,-4.3,Lost E. Conf. Finals
751,ORL,2008-09,NBA,59,23,0.72,1st of 5,6.48,92.3,0.6,109.2,0.9,101.9,-6.4,Lost Finals
752,ORL,2007-08,NBA,52,30,0.634,1st of 5,4.79,93.4,1.0,111.3,3.8,105.5,-2.0,Lost E. Conf. Semis
753,ORL,2006-07,NBA,40,42,0.488,3rd of 5,0.35,89.9,-2.0,104.9,-1.6,104.1,-2.4,Lost E. Conf. 1st Rnd.
754,ORL,2005-06,NBA,36,46,0.439,3rd of 5,-1.26,88.3,-2.2,106.3,0.1,107.5,1.3,not_play
755,ORL,2004-05,NBA,36,46,0.439,3rd of 5,-2.52,94.7,3.8,104.9,-1.2,107.3,1.2,not_play
756,ORL,2003-04,NBA,21,61,0.256,7th of 7,-7.25,90.8,0.7,102.7,-0.2,110.4,7.5,not_play
757,ORL,2002-03,NBA,42,40,0.512,4th of 7,-0.39,93.1,2.1,105.2,1.6,105.0,1.4,Lost E. Conf. 1st Rnd.
758,ORL,2001-02,NBA,44,38,0.537,3rd of 7,1.25,93.2,2.5,107.0,2.5,105.3,0.8,Lost E. Conf. 1st Rnd.
759,ORL,2000-01,NBA,43,39,0.524,4th of 7,0.39,93.2,1.9,103.2,0.2,102.1,-0.9,Lost E. Conf. 1st Rnd.
760,ORL,1999-00,NBA,41,41,0.5,4th of 7,0.43,97.3,4.2,102.4,-1.7,101.7,-2.4,not_play
761,ORL,1998-99,NBA,33,17,0.66,2nd of 7,3.11,88.8,-0.1,100.3,-1.9,97.4,-4.8,Lost E. Conf. 1st Rnd.
762,ORL,1997-98,NBA,41,41,0.5,5th of 7,-0.53,87.1,-3.2,102.6,-2.4,103.8,-1.2,not_play
763,ORL,1996-97,NBA,45,37,0.549,3rd of 7,-0.07,88.3,-1.8,105.6,-1.1,106.0,-0.7,Lost E. Conf. 1st Rnd.
764,ORL,1995-96,NBA,60,22,0.732,1st of 7,5.4,91.8,0.0,112.9,5.3,106.9,-0.7,Lost E. Conf. Finals
765,ORL,1994-95,NBA,57,25,0.695,1st of 7,6.44,95.1,2.2,115.1,6.8,107.8,-0.5,Lost Finals
766,ORL,1993-94,NBA,50,32,0.61,2nd of 7,3.68,95.2,0.1,110.8,4.5,106.7,0.4,Lost E. Conf. 1st Rnd.
767,ORL,1992-93,NBA,41,41,0.5,4th of 7,1.35,96.3,-0.5,108.5,0.5,107.1,-0.9,not_play
768,ORL,1991-92,NBA,21,61,0.256,7th of 7,-6.52,98.0,1.4,103.5,-4.7,110.5,2.3,not_play
769,ORL,1990-91,NBA,31,51,0.378,4th of 7,-3.79,99.5,1.7,105.9,-2.0,109.9,2.0,not_play
770,ORL,1989-90,NBA,18,64,0.22,7th of 7,-8.73,104.1,5.8,105.8,-2.3,114.3,6.2,not_play
771,PHI,2021-22,NBA,51,31,0.622,2nd of 5,2.57,96.2,-2.0,113.5,1.5,110.8,-1.2,Lost E. Conf. Semis
772,PHI,2020-21,NBA,49,23,0.681,1st of 5,5.28,99.5,0.3,113.2,0.9,107.6,-4.7,Lost E. Conf. Semis
773,PHI,2019-20,NBA,43,30,0.589,3rd of 5,2.25,99.0,-1.3,111.3,0.7,109.0,-1.6,Lost E. Conf. 1st Rnd.
774,PHI,2018-19,NBA,51,31,0.622,2nd of 5,2.25,101.6,1.6,112.6,2.2,110.0,-0.4,Lost E. Conf. Semis
775,PHI,2017-18,NBA,52,30,0.634,3rd of 5,4.3,99.8,2.5,109.5,0.9,105.0,-3.6,Lost E. Conf. Semis
776,PHI,2016-17,NBA,28,54,0.341,4th of 5,-5.83,98.5,2.1,103.2,-5.6,108.9,0.1,not_play
777,PHI,2015-16,NBA,10,72,0.122,5th of 5,-9.92,97.9,2.1,98.8,-7.6,109.2,2.8,not_play
778,PHI,2014-15,NBA,18,64,0.22,4th of 5,-9.04,95.7,1.8,95.5,-10.1,104.8,-0.8,not_play
779,PHI,2013-14,NBA,19,63,0.232,5th of 5,-10.66,99.2,5.3,99.4,-7.3,109.9,3.2,not_play
780,PHI,2012-13,NBA,34,48,0.415,4th of 5,-3.51,91.0,-1.0,102.0,-3.9,105.7,-0.2,not_play
781,PHI,2011-12,NBA,35,31,0.53,3rd of 5,3.59,89.7,-1.6,103.9,-0.7,99.2,-5.4,Lost E. Conf. Semis
782,PHI,2010-11,NBA,41,41,0.5,3rd of 5,1.01,91.7,-0.4,106.6,-0.7,105.0,-2.3,Lost E. Conf. 1st Rnd.
783,PHI,2009-10,NBA,27,55,0.329,4th of 5,-3.93,91.6,-1.1,106.1,-1.5,110.3,2.7,not_play
784,PHI,2008-09,NBA,41,41,0.5,2nd of 5,0.16,90.0,-1.7,107.9,-0.4,107.8,-0.5,Lost E. Conf. 1st Rnd.
785,PHI,2007-08,NBA,40,42,0.488,3rd of 5,0.19,90.4,-2.0,106.4,-1.1,106.0,-1.5,Lost E. Conf. 1st Rnd.
786,PHI,2006-07,NBA,35,47,0.427,3rd of 5,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,not_play
787,PHI,2005-06,NBA,38,44,0.463,2nd of 5,-2.1,92.7,2.2,106.0,-0.2,108.1,1.9,not_play
788,PHI,2004-05,NBA,43,39,0.524,2nd of 5,-1.07,94.9,4.0,103.5,-2.6,104.3,-1.8,Lost E. Conf. 1st Rnd.
789,PHI,2003-04,NBA,33,49,0.402,5th of 7,-2.95,88.0,-2.1,99.1,-3.8,101.9,-1.0,not_play
790,PHI,2002-03,NBA,48,34,0.585,2nd of 7,1.76,91.4,0.4,105.0,1.4,102.5,-1.1,Lost E. Conf. Semis
791,PHI,2001-02,NBA,43,39,0.524,4th of 7,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,Lost E. Conf. 1st Rnd.
792,PHI,2000-01,NBA,56,26,0.683,1st of 7,3.64,90.6,-0.7,103.6,0.6,98.9,-4.1,Lost Finals
793,PHI,1999-00,NBA,49,33,0.598,3rd of 7,1.02,92.7,-0.4,101.5,-2.6,100.0,-4.1,Lost E. Conf. Semis
794,PHI,1998-99,NBA,28,22,0.56,3rd of 7,2.56,88.6,-0.3,99.9,-2.3,97.6,-4.6,Lost E. Conf. Semis
795,PHI,1997-98,NBA,31,51,0.378,7th of 7,-1.89,90.4,0.1,102.8,-2.2,105.4,0.4,not_play
796,PHI,1996-97,NBA,22,60,0.268,6th of 7,-5.89,95.3,5.2,104.6,-2.1,111.4,4.7,not_play
797,PHI,1995-96,NBA,18,64,0.22,7th of 7,-9.45,92.2,0.4,102.2,-5.4,113.0,5.4,not_play
