,2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,URL,eFG%
743,0.8,0.361,2.3,0.1,0.222,0.6,,1.3,0.0,0.6,0.9,0.333,2.8,0.3,0.833,0.4,16,0,NBA,11.6,0.1,1.4,,2.3,Career,0.4,,1.0,0.7,/players/c/celesjo01.html,0.356
744,,,,,,,,3.2,,,2.0,0.359,5.6,3.9,0.839,4.6,202,,NBA,12.4,,3.3,,7.9,Career,,,,1.8,/players/c/cervial01.html,
745,0.8,0.395,2.1,0.3,0.245,1.4,,1.4,0.0,0.8,1.2,0.336,3.5,0.4,0.625,0.7,36,0,NBA,12.0,0.1,0.8,,3.1,Career,0.4,,0.7,0.9,/players/c/chalmli01.html,0.384
746,1.8,0.475,3.9,1.2,0.351,3.3,,3.7,0.2,2.1,3.0,0.417,7.2,1.7,0.793,2.2,646.0,400.0,NBA,26.7,0.3,2.7,,8.9,Career,1.5,,1.9,2.5,/players/c/chalmma01.html,0.498
747,2.1,0.413,5.2,0.0,0.25,0.2,,1.4,0.4,1.3,2.2,0.41,5.3,1.0,0.652,1.5,78.0,,TOT,13.2,1.2,2.2,,5.3,Career,0.7,,1.2,2.5,/players/c/chambbi01.html,0.413
748,,,,,,,,4.4,,,12.1,.540,22.5,5.8,.511,11.4,1045,,NBA,45.8,,2.0,,30.1,Career,,,,22.9,/players/c/chambwi01.html,
749,3.5,.441,7.9,0.0,.200,0.1,,0.8,0.1,2.1,3.5,.440,7.9,1.4,.774,1.8,320,,TOT,16.1,1.5,2.0,,8.3,Career,0.3,,1.0,3.2,/players/c/chambje01.html,.440
750,6.5,.476,13.6,0.2,.307,0.7,,2.1,0.6,4.3,6.7,.468,14.2,4.6,.807,5.7,1107,743,NBA,30.6,1.8,3.4,,18.1,Career,0.8,,2.3,6.1,/players/c/chambto01.html,.476
751,0.6,0.538,1.1,0.3,0.357,0.8,,0.3,0.1,1.0,0.9,0.463,1.9,0.3,1.0,0.3,36,0,NBA,7.8,1.0,0.9,,2.3,Career,0.2,,0.2,2.0,/players/c/champju01.html,0.537
752,0.0,0.0,1.0,0.0,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,0.0,2,0,NBA,2.0,0.0,1.0,,0.0,Career,0.0,,0.5,0.0,/players/c/champmi01.html,0.0
753,3.1,0.598,5.1,0.0,0.0,0.0,,0.8,1.2,6.0,3.1,0.597,5.1,2.1,0.644,3.2,1160.0,886.0,NBA,27.3,3.0,2.8,,8.2,Career,0.5,,1.4,9.0,/players/c/chandty01.html,0.597
754,3.5,0.497,7.1,1.3,0.341,3.8,,1.8,0.6,4.2,4.8,0.443,10.9,1.6,0.77,2.0,676.0,483.0,NBA,30.0,1.1,2.7,,12.5,Career,0.7,,1.4,5.3,/players/c/chandwi01.html,0.502
755,3.4,0.437,7.8,0.0,0.2,0.1,,2.2,0.5,1.9,3.4,0.436,7.8,1.6,0.776,2.0,790.0,0.0,TOT,23.9,1.6,2.8,,8.4,Career,1.2,,1.2,4.0,/players/c/chanedo01.html,0.437
756,,,,,,,,1.3,,,1.6,0.291,5.4,1.3,0.69,1.8,16.0,,NBA,,,1.4,,4.4,Career,,,,,/players/c/chanejo01.html,
757,4.4,0.459,9.5,1.2,0.35,3.5,,2.7,0.2,1.9,5.6,0.43,13.0,2.2,0.8,2.8,666.0,490.0,NBA,29.3,0.6,1.8,,14.6,Career,0.9,,1.5,2.5,/players/c/chapmre01.html,0.477
758,2.5,0.393,6.4,0.1,0.257,0.5,,1.5,,1.5,2.7,0.383,7.0,1.5,0.691,2.1,206.0,,ABA,16.0,0.9,2.5,,7.0,Career,,,1.4,2.5,/players/c/chapmwa01.html,0.393
759,3.6,0.452,8.1,0.0,,0.0,,0.8,,2.2,3.6,0.452,8.1,2.0,0.697,2.9,670.0,,TOT,17.9,1.8,2.0,,9.3,Career,,,0.8,5.1,/players/c/chapple01.html,0.452
760,,,,,,,,2.5,0.4,1.4,3.4,0.441,7.6,1.8,0.789,2.3,322.0,,NBA,23.7,0.6,2.5,,8.5,Career,1.3,,1.8,2.0,/players/c/charlke01.html,
761,1.4,0.557,2.4,0.0,,0.0,,0.2,0.2,0.7,1.4,0.557,2.4,0.7,0.667,1.0,36,0,NBA,7.6,0.4,1.0,,3.4,Career,0.1,,0.5,1.1,/players/c/charllo01.html,0.557
762,0.2,0.167,1.2,0.0,0.0,0.8,,0.4,0.0,0.0,0.2,0.1,2.0,0.4,1.0,0.4,5,0,NBA,8.2,0.0,0.6,,0.8,Career,0.8,,0.4,0.0,/players/c/chealjo01.html,0.1
763,3.8,0.483,7.9,0.2,0.298,0.8,,1.7,0.2,2.3,4.1,0.466,8.8,1.1,0.691,1.6,825.0,498.0,NBA,26.7,0.9,2.5,,9.5,Career,0.8,,1.2,3.2,/players/c/cheanca01.html,0.48
764,1.2,0.667,1.8,0.0,0.0,0.6,,0.6,0.2,1.2,1.2,0.5,2.4,0.0,,0.0,5.0,0.0,NBA,11.2,0.6,2.0,,2.4,Career,0.2,,0.8,1.8,/players/c/cheatzy01.html,0.5
765,4.4,0.529,8.3,0.1,0.255,0.2,,6.7,0.3,2.2,4.5,0.523,8.5,2.1,0.793,2.7,1101.0,978.0,NBA,31.6,0.6,2.1,,11.1,Career,2.1,,2.1,2.8,/players/c/cheekma01.html,0.526
766,7.1,0.444,16.0,0.1,0.4,0.3,,3.0,0.6,2.7,7.1,0.444,16.0,2.9,0.806,3.6,578.0,,NBA,33.1,0.9,2.0,,17.2,Career,1.6,,1.4,3.6,/players/c/cheniph01.html,0.445
767,0.4,0.3,1.3,0.3,0.222,1.1,,1.0,0.1,0.5,0.6,0.263,2.4,0.4,0.5,0.8,8,0,NBA,8.6,0.1,1.3,,1.9,Career,0.8,,0.5,0.6,/players/c/cherrwi01.html,0.316
768,2.5,0.451,5.6,0.1,0.242,0.2,,0.7,0.1,1.3,2.6,0.443,5.8,1.8,0.755,2.4,154.0,1.0,NBA,14.5,1.0,1.6,,7.1,Career,0.5,,1.2,2.4,/players/c/chievde01.html,0.448
769,1.5,0.457,3.2,0.3,0.381,0.8,,0.8,0.4,2.2,1.8,0.441,4.1,0.4,0.696,0.5,584.0,55.0,NBA,14.4,1.1,1.5,,4.3,Career,0.5,,0.7,3.3,/players/c/chilcpe01.html,0.481
770,3.2,.548,5.8,0.3,.329,0.8,,1.6,0.5,2.9,3.4,.522,6.6,2.0,.779,2.5,391,70,NBA,26.7,1.9,1.9,,9.1,Career,0.9,,1.1,4.7,/players/c/childjo01.html,.542
771,0.4,0.396,1.0,0.4,0.273,1.3,,1.0,0.0,0.5,0.8,0.328,2.3,0.5,0.8,0.7,51.0,0.0,NBA,7.9,0.0,0.7,,2.4,Career,0.3,,0.9,0.5,/players/c/childra01.html,0.403
772,1.7,0.433,3.9,0.7,0.344,2.0,,4.9,0.1,2.1,2.4,0.403,5.9,1.4,0.816,1.7,541.0,137.0,NBA,25.2,0.4,2.9,,6.9,Career,0.9,,2.0,2.4,/players/c/childch01.html,0.461
773,0.6,0.366,1.6,0.6,0.343,1.9,,2.4,0.1,1.0,1.2,0.353,3.5,0.2,0.8,0.3,91.0,4.0,NBA,11.4,0.2,1.0,,3.3,Career,0.5,,0.9,1.3,/players/c/chiozch01.html,0.446
774,,,,,,,,0.8,,,1.1,0.291,3.7,0.7,0.627,1.2,63,,NBA,,,1.3,,2.9,Career,,,,1.1,/players/c/chollle01.html,
775,5.3,.479,11.2,0.0,.000,0.0,,1.6,1.1,6.0,5.3,.478,11.2,1.8,.680,2.6,788,13,TOT,30.0,2.2,3.3,,12.5,Career,0.6,,2.1,8.2,/players/c/choneji01.html,.478
776,2.3,0.528,4.3,0.6,0.29,1.9,,1.0,0.8,3.4,2.8,0.456,6.2,1.3,0.667,2.0,292.0,147.0,NBA,18.3,1.2,2.5,,7.6,Career,0.6,,1.2,4.7,/players/c/chrisma01.html,0.5
777,,,,,,,,1.2,,,0.8,0.278,3.0,1.7,0.909,1.8,6,,NBA,8.0,,0.5,,3.3,Career,,,,1.3,/players/c/chrisfr01.html,
778,,,,,,,,1.6,,,1.7,0.33,5.1,1.8,0.606,3.0,291.0,,NBA,17.9,,2.9,,5.2,Career,,,,5.5,/players/c/chrisca01.html,
779,1.4,0.485,2.9,0.0,,0.0,,0.8,0.4,3.1,1.4,0.485,2.9,1.0,0.704,1.4,248.0,,TOT,12.2,1.0,2.0,,3.8,Career,0.2,,1.5,4.1,/players/c/chrisbo01.html,0.485
780,2.9,0.456,6.4,1.0,0.354,2.7,,3.6,0.5,3.1,3.9,0.426,9.2,2.4,0.821,3.0,827.0,708.0,NBA,31.5,1.0,2.5,,11.2,Career,1.9,,2.1,4.1,/players/c/chrisdo01.html,0.479
781,0.4,0.419,1.0,0.3,0.29,1.0,,0.3,0.1,0.8,0.7,0.355,2.0,0.6,0.75,0.8,31,0,NBA,6.4,0.4,0.6,,2.3,Career,0.1,,0.2,1.2,/players/c/chrisdi01.html,0.427
782,0.7,0.467,1.5,0.0,,0.0,,0.1,0.2,1.0,0.7,0.467,1.5,0.7,0.724,1.0,30,0,NBA,7.5,0.9,1.3,,2.1,Career,0.1,,0.3,1.9,/players/c/chrisra01.html,0.467
783,1.0,0.406,2.5,0.2,0.19,1.0,,2.0,0.1,1.1,1.2,0.345,3.5,0.3,0.548,0.5,64,1,NBA,15.2,0.3,1.2,,2.9,Career,0.4,,0.7,1.4,/players/c/chrisse01.html,0.372
784,2.3,0.54,4.2,0.8,0.296,2.6,,2.0,0.2,1.8,3.0,0.448,6.8,1.1,0.735,1.5,74,2,NBA,18.0,0.7,1.3,,7.9,Career,0.9,,1.5,2.5,/players/c/chrisjo01.html,0.504
785,0.8,0.375,2.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.8,0.25,3.0,0.0,,0.0,4,1,NBA,7.3,0.5,1.5,,1.5,Career,0.3,,0.3,1.5,/players/c/chrispa01.html,0.25
786,4.0,.403,9.9,0.0,.196,0.2,,3.9,,1.4,4.0,.398,10.1,4.8,.820,5.8,226,,ABA,24.8,1.4,3.3,,12.8,Career,,,3.3,3.8,/players/c/chubist01.html,.401
787,0.8,0.375,2.0,0.0,,0.0,,0.3,0.0,0.8,0.8,0.375,2.0,0.0,,0.0,4,0,NBA,5.0,0.0,0.3,,1.5,Career,0.0,,0.5,0.8,/players/c/churcro01.html,0.375
788,,,,,,,,4.8,0.1,1.8,6.5,0.48,13.5,3.4,0.769,4.4,725.0,,NBA,32.5,0.6,2.5,,16.3,Career,1.1,,,3.3,/players/c/clarkar01.html,
789,0.9,0.421,2.1,0.0,0.0,0.1,,0.7,0.0,0.5,0.9,0.407,2.2,0.6,0.803,0.8,93,3,NBA,7.4,0.4,0.8,,2.4,Career,0.5,,0.6,0.9,/players/c/clarkca01.html,0.407
790,1.4,0.424,3.4,0.3,0.328,1.0,,0.5,0.5,2.2,1.7,0.403,4.3,0.6,0.664,0.9,261.0,54.0,NBA,13.9,0.7,1.2,,4.4,Career,0.3,,0.7,3.0,/players/c/clarkea01.html,0.439
791,0.2,0.494,0.5,0.8,0.326,2.5,,0.5,0.4,1.8,1.0,0.351,3.0,0.2,0.838,0.2,170.0,19.0,NBA,13.2,0.7,0.9,,3.1,Career,0.3,,0.3,2.5,/players/c/clarkga01.html,0.489
792,1.4,0.514,2.8,0.7,0.34,2.1,,1.2,0.1,1.1,2.2,0.439,5.0,0.5,0.804,0.6,330.0,9.0,NBA,13.7,0.2,1.2,,5.6,Career,0.4,,0.7,1.3,/players/c/clarkia01.html,0.513
793,3.3,0.503,6.6,0.0,0.053,0.1,,0.9,1.6,4.1,3.3,0.5,6.7,1.5,0.645,2.3,353.0,65.0,NBA,22.6,1.9,2.9,,8.2,Career,0.5,,1.3,5.9,/players/c/clarkke01.html,0.5
794,1.9,0.308,6.1,0.0,0.056,0.3,,1.7,,1.8,1.9,0.296,6.4,2.4,0.675,3.5,58.0,,ABA,19.6,0.9,2.6,,6.2,Career,,,1.8,2.4,/players/c/clarkri01.html,0.297
795,4.4,0.63,7.0,0.3,0.294,0.9,,1.4,0.9,3.8,4.6,0.591,7.9,1.4,0.699,2.0,181,21,NBA,21.9,1.8,1.7,,10.9,Career,0.7,,0.7,5.6,/players/c/clarkbr01.html,0.608
796,0.0,0.0,0.7,0.7,1.0,0.7,,0.0,0.0,0.3,0.7,0.5,1.3,0.0,,0.0,3,0,NBA,2.0,0.0,0.0,,2.0,Career,0.0,,0.3,0.3,/players/c/clarkco01.html,0.75
797,4.0,0.506,8.0,1.8,0.338,5.3,,2.5,0.1,2.5,5.8,0.439,13.3,1.9,0.827,2.3,600.0,142.0,NBA,27.0,0.8,1.7,,15.4,Career,0.9,,1.7,3.3,/players/c/clarkjo01.html,0.507
798,0.0,0.0,0.4,0.9,0.4,2.1,,0.4,0.0,0.9,0.9,0.333,2.6,0.3,1.0,0.3,7,0,NBA,9.1,0.1,1.1,,2.9,Career,0.3,,0.3,1.0,/players/c/clavegi01.html,0.5
799,0.8,0.489,1.7,0.4,0.293,1.5,,0.7,0.2,1.7,1.3,0.398,3.1,0.3,0.585,0.5,80,16,NBA,13.4,0.5,1.3,,3.2,Career,0.4,,0.7,2.2,/players/c/clavevi01.html,0.466
800,2.1,0.476,4.4,0.0,,0.0,,0.7,,1.8,2.1,0.476,4.4,0.5,0.685,0.8,70,,ABA,15.2,1.0,2.7,,4.7,Career,,,1.0,2.8,/players/c/clawsjo01.html,0.476
801,0.3,0.5,0.7,0.0,,0.0,,0.0,0.3,0.0,0.3,0.5,0.7,0.0,0.0,0.7,3,0,NBA,2.3,0.7,1.3,,0.7,Career,0.0,,0.3,0.7,/players/c/claxtch01.html,0.5
802,3.1,0.658,4.7,0.0,0.167,0.1,,0.9,1.1,3.4,3.1,0.646,4.9,1.0,0.539,1.9,94,20,NBA,18.7,1.6,2.0,,7.3,Career,0.5,,0.7,5.0,/players/c/claxtni01.html,0.648
803,3.2,.428,7.6,0.1,.193,0.7,,4.3,0.1,1.9,3.4,.409,8.2,2.4,.762,3.2,334,128,NBA,25.6,0.6,2.5,,9.3,Career,1.5,,1.7,2.5,/players/c/claxtsp01.html,.417
804,3.4,0.462,7.4,0.1,0.226,0.4,,3.9,0.2,2.3,3.4,0.46,7.5,1.4,0.765,1.8,652.0,,NBA,26.1,1.1,1.9,,8.3,Career,1.0,,1.5,3.0,/players/c/cleamji01.html,0.461
805,1.3,0.399,3.3,0.1,0.267,0.3,,1.9,0.0,0.9,1.4,0.389,3.6,0.8,0.728,1.1,167.0,10.0,NBA,11.2,0.2,1.3,,3.6,Career,0.4,,1.2,1.0,/players/c/cleavma01.html,0.399
806,,,,,,,,1.1,0.1,1.5,2.9,0.454,6.3,1.0,0.756,1.3,790.0,,NBA,15.9,0.5,2.1,,6.7,Career,0.7,,,3.2,/players/c/clemeba01.html,
807,0.6,0.571,1.1,1.1,0.346,3.2,,0.8,0.2,0.8,1.7,0.401,4.3,0.3,0.909,0.3,33,0,NBA,8.8,0.1,0.8,,4.9,Career,0.3,,0.6,0.9,/players/c/clemoch01.html,0.532
808,0.3,0.321,1.0,0.1,0.429,0.3,,0.1,0.3,0.6,0.4,0.343,1.3,0.3,0.636,0.4,28.0,0.0,NBA,6.0,0.2,1.1,,1.2,Career,0.3,,0.3,0.8,/players/c/clevean01.html,0.386
809,,,,,,,,2.5,,,3.8,0.361,10.6,2.4,0.633,3.7,544.0,,NBA,30.0,,3.4,,10.0,Career,,,,8.2,/players/c/cliftna01.html,
810,,,,,,,,1.9,,,3.3,0.315,10.3,2.5,0.718,3.4,186.0,,NBA,19.6,,2.5,,9.0,Career,,,,5.0,/players/c/clossbi01.html,
811,1.5,0.475,3.3,0.0,0.0,0.0,,0.3,1.3,1.8,1.5,0.471,3.3,0.8,0.606,1.3,130,7,NBA,12.7,1.0,1.3,,3.9,Career,0.2,,0.6,2.9,/players/c/closske01.html,0.471
812,,,,,,,,0.3,,,1.0,0.269,3.7,0.7,0.625,1.1,7.0,,NBA,,,0.7,,2.7,Career,,,,,/players/c/cloydpa01.html,
813,,,,,,,,0.4,,,1.7,0.261,6.6,1.0,0.571,1.7,54,,BAA,,,2.1,,4.4,Career,,,,,/players/c/cluggbo01.html,
814,,,,,,,,0.2,0.1,1.0,1.2,0.431,2.9,0.3,0.778,0.4,25,,NBA,6.3,0.6,1.4,,2.8,Career,0.2,,,1.6,/players/c/clydebe01.html,
815,1.2,0.524,2.2,1.0,0.38,2.5,,1.2,0.1,1.7,2.1,0.448,4.8,1.0,0.807,1.3,131,32,NBA,16.2,0.3,1.0,,6.2,Career,0.4,,0.5,2.0,/players/c/coffeam01.html,0.548
816,0.5,0.378,1.4,0.0,0.0,0.0,,0.1,0.1,0.7,0.5,0.373,1.4,0.2,0.545,0.4,52,1,NBA,6.2,0.8,0.9,,1.3,Career,0.1,,0.1,1.5,/players/c/cofferi01.html,0.373
817,1.5,0.413,3.6,0.1,0.188,0.3,,1.7,0.1,0.9,1.5,0.395,3.9,0.2,0.6,0.4,50.0,1.0,NBA,9.9,0.1,1.3,,3.4,Career,0.4,,1.0,1.0,/players/c/cofiefr01.html,0.403
818,0.7,.409,1.8,0.0,,0.0,,0.1,0.1,0.7,0.7,.409,1.8,0.2,.833,0.2,25,0,NBA,5.6,0.5,0.9,,1.6,Career,0.1,,0.2,1.2,/players/c/cokerjo01.html,.409
819,2.2,.436,5.1,0.6,.324,1.8,,2.7,0.1,1.7,2.8,.407,6.9,0.8,.743,1.1,360,60,NBA,22.3,0.2,1.9,,7.0,Career,0.8,,1.4,2.0,/players/c/coleno01.html,.449
820,2.6,.519,5.0,0.0,.000,0.0,,0.6,0.4,2.7,2.6,.516,5.0,1.4,.759,1.9,227,42,NBA,15.9,1.3,2.7,,6.6,Career,0.4,,1.3,4.1,/players/c/colembe01.html,.516
821,5.5,0.465,11.8,0.4,0.295,1.4,,2.5,1.3,6.6,5.9,0.447,13.2,4.3,0.769,5.5,781.0,672.0,NBA,33.2,2.7,2.6,,16.5,Career,0.8,,2.6,9.3,/players/c/colemde01.html,0.462
822,,,,,,,,1.3,0.4,4.2,3.1,0.464,6.7,1.0,0.694,1.4,357.0,,NBA,26.1,1.9,3.4,,7.2,Career,0.9,,1.2,6.0,/players/c/colemec01.html,
823,,,,,,,,2.8,,,4.4,0.416,10.7,1.7,0.695,2.5,633.0,,NBA,33.1,,3.0,,10.6,Career,,,,9.2,/players/c/colemja01.html,
824,2.2,0.344,6.5,0.0,0.5,0.1,,0.4,0.2,1.6,2.3,0.346,6.6,0.7,0.556,1.2,29,11,NBA,14.9,1.2,1.8,,5.3,Career,0.4,,0.6,2.8,/players/c/colemno01.html,0.348
825,2.7,0.455,5.9,0.3,0.267,1.1,,3.9,0.2,1.6,3.0,0.425,7.0,1.5,0.811,1.8,852.0,354.0,NBA,23.8,0.6,2.1,,7.8,Career,0.9,,1.5,2.1,/players/c/colesbi01.html,0.447
826,2.2,0.458,4.8,0.0,0.35,0.1,,0.3,0.2,1.8,2.2,0.455,4.9,1.0,0.738,1.4,151.0,65.0,NBA,14.4,1.2,2.0,,5.6,Career,0.2,,0.8,2.9,/players/c/collija02.html,0.46
827,1.2,0.361,3.3,0.0,0.0,0.1,,0.9,0.0,0.8,1.2,0.354,3.4,0.8,0.667,1.2,29,,NBA,13.6,0.7,1.2,,3.2,Career,0.4,,1.1,1.4,/players/c/colliar01.html,0.354
828,4.1,.489,8.3,0.0,.069,0.1,,1.8,0.3,1.3,4.1,.485,8.4,1.7,.749,2.3,303,45,NBA,20.2,1.4,2.5,,9.8,Career,1.1,,1.8,2.8,/players/c/collido02.html,.485
829,7.1,0.501,14.1,0.0,0.0,0.0,,3.3,0.3,2.1,7.1,0.501,14.1,3.8,0.833,4.5,415,197.0,NBA,33.6,1.1,3.0,,17.9,Career,1.2,,2.8,3.2,/players/c/collido01.html,0.501
830,0.5,0.343,1.5,0.4,0.45,0.9,,0.1,0.1,0.3,0.9,0.382,2.4,0.3,0.571,0.6,23,0,NBA,4.5,0.3,0.5,,2.6,Career,0.3,,0.3,0.6,/players/c/collija01.html,0.464
831,1.3,0.456,2.8,0.0,0.0,0.0,,0.8,0.2,1.7,1.3,0.455,2.8,1.3,0.699,1.9,542.0,216.0,NBA,15.8,1.2,2.4,,3.9,Career,0.3,,0.6,2.9,/players/c/collija03.html,0.455
832,1.2,0.414,3.0,0.0,0.206,0.0,,0.9,0.5,2.4,1.2,0.411,3.0,1.1,0.647,1.6,735.0,477.0,NBA,20.4,1.2,2.8,,3.6,Career,0.5,,0.8,3.7,/players/c/collija04.html,0.412
833,,,,,,,,0.9,,,1.6,0.414,3.9,0.6,0.804,0.8,74,,NBA,8.3,,0.7,,3.8,Career,,,,0.9,/players/c/colliji01.html,
834,5.5,0.61,9.1,0.9,0.376,2.5,,1.6,1.0,5.9,6.5,0.559,11.6,2.6,0.779,3.3,293,242,NBA,29.0,2.5,3.1,,16.5,Career,0.6,,1.5,8.3,/players/c/collijo01.html,0.6
835,1.4,0.396,3.4,0.2,0.299,0.7,,1.7,0.1,1.3,1.6,0.38,4.1,0.6,0.599,1.0,189.0,31.0,NBA,14.7,0.5,1.4,,3.9,Career,0.6,,1.1,1.8,/players/c/collima01.html,0.405
836,0.3,0.333,0.8,0.1,0.2,0.5,,0.4,0.0,0.3,0.4,0.28,1.3,0.1,1.0,0.1,20,0,NBA,3.3,0.0,0.1,,0.9,Career,0.1,,0.2,0.3,/players/c/collish01.html,0.32
837,1.7,.511,3.4,0.5,.327,1.6,,1.1,0.7,3.0,2.3,.452,5.0,1.0,.743,1.3,182,16,NBA,17.5,1.2,2.3,,6.0,Career,0.3,,1.1,4.2,/players/c/colliza01.html,.504
838,1.1,0.415,2.6,0.1,0.235,0.5,,1.8,0.3,2.3,1.2,0.384,3.1,0.7,0.525,1.3,32,2,NBA,15.0,1.0,1.4,,3.2,Career,0.5,,0.8,3.3,/players/c/colliky01.html,0.404
839,3.7,.495,7.5,0.9,.394,2.3,,5.0,0.1,2.2,4.6,.471,9.8,2.4,.853,2.8,711,518,NBA,29.3,0.5,1.7,,12.5,Career,1.2,,1.9,2.7,/players/c/collida01.html,.517
840,2.4,0.542,4.4,0.0,0.208,0.1,,1.0,0.5,3.2,2.4,0.534,4.6,1.0,0.723,1.4,910,177,NBA,20.4,1.9,2.8,,5.9,Career,0.5,,1.0,5.2,/players/c/collini01.html,0.536
841,,,,,,,,0.6,,,2.3,0.31,7.5,0.9,0.684,1.3,15,,BAA,,,1.7,,5.5,Career,,,,,/players/c/colonjo01.html,
842,1.0,0.444,2.3,0.6,0.238,2.6,,0.4,0.1,2.8,1.6,0.333,4.9,1.0,0.889,1.1,8,2,NBA,12.3,1.0,0.4,,4.9,Career,0.6,,0.4,3.8,/players/c/colsobo01.html,0.397
843,0.4,0.263,1.5,0.1,0.2,0.4,,0.8,0.0,0.3,0.5,0.25,1.8,0.2,0.5,0.3,13.0,0.0,NBA,3.4,0.2,0.5,,1.2,Career,0.1,,0.2,0.5,/players/c/colsose01.html,0.271
844,2.3,.464,5.0,0.1,.289,0.5,,2.8,0.1,1.4,2.5,.448,5.5,1.2,.778,1.6,526,170,NBA,18.2,0.6,1.7,,6.3,Career,0.9,,1.0,2.0,/players/c/coltest01.html,.461
845,4.6,0.452,10.2,1.1,0.367,2.9,,3.5,0.1,1.9,5.7,0.433,13.2,4.0,0.81,4.9,465.0,,ABA,32.8,0.7,2.9,,16.5,Career,0.6,,2.5,2.6,/players/c/combsgl01.html,0.474
846,1.7,0.506,3.3,0.0,0.0,0.1,,0.8,0.4,0.8,1.7,0.497,3.4,1.2,0.615,1.9,48,0,NBA,9.3,0.4,1.0,,4.5,Career,0.5,,1.0,1.2,/players/c/combsle01.html,0.497
847,1.2,0.429,2.7,0.0,,0.0,,0.5,,,1.2,0.429,2.7,1.0,0.719,1.4,23,,ABA,8.2,,1.2,,3.3,Career,,,0.7,1.2,/players/c/comeajo01.html,0.429
848,2.3,0.459,4.9,0.0,0.0,0.0,,0.7,0.9,2.0,2.3,0.457,5.0,1.5,0.682,2.2,142.0,27.0,NBA,15.8,1.2,2.4,,6.0,Career,0.5,,1.4,3.2,/players/c/comegda01.html,0.457
849,,,,,,,,1.0,,,0.7,0.216,3.1,0.8,0.563,1.3,12,,NBA,7.4,,0.9,,2.1,Career,,,,1.6,/players/c/comlela01.html,
850,2.2,0.396,5.5,0.3,0.285,1.2,,3.3,,1.6,2.5,0.377,6.6,1.2,0.799,1.5,306.0,,ABA,20.5,0.5,1.8,,6.5,Career,,,1.9,2.0,/players/c/congdje01.html,0.402
851,,,,,,,,0.6,,,2.4,.371,6.4,1.1,.657,1.7,351,,NBA,16.5,,3.2,,5.9,Career,,,,6.3,/players/c/conlege01.html,
852,1.0,0.25,4.0,0.0,,0.0,,0.0,,0.0,1.0,0.25,4.0,0.0,,0.0,1,,ABA,18.0,0.0,0.0,,2.0,Career,,,3.0,0.0,/players/c/conlela01.html,0.25
853,3.7,0.469,7.9,1.6,0.382,4.1,,5.6,0.2,2.5,5.3,0.439,12.0,2.8,0.82,3.4,958.0,922.0,NBA,32.0,0.5,2.0,,14.8,Career,1.4,,2.0,3.0,/players/c/conlemi01.html,0.504
854,,,,,,,,2.0,,,3.8,0.37,10.4,2.4,0.75,3.2,486.0,,NBA,23.4,,2.2,,10.1,Career,,,,4.8,/players/c/conlied01.html,
855,2.5,.510,4.9,0.0,.200,0.2,,1.0,0.2,2.1,2.6,.498,5.1,1.3,.735,1.8,379,29,NBA,16.7,1.3,1.8,,6.5,Career,0.4,,1.1,3.5,/players/c/conloma01.html,.502
856,1.1,0.577,1.9,1.1,0.365,3.1,,1.2,0.3,2.7,2.2,0.445,4.9,0.4,0.797,0.6,417.0,35.0,NBA,18.5,0.7,1.2,,5.9,Career,0.5,,0.5,3.3,/players/c/connapa01.html,0.558
857,1.8,0.506,3.5,0.0,0.0,0.1,,1.6,0.2,0.7,1.8,0.488,3.6,0.9,0.759,1.2,24,,ABA,10.0,0.5,1.5,,4.4,Career,0.5,,1.3,1.2,/players/c/conneji01.html,0.488
858,2.4,.461,5.1,0.0,.202,0.2,,3.9,0.1,1.8,2.4,.453,5.3,1.5,.753,2.0,687,281,NBA,21.8,0.9,1.5,,6.3,Career,1.6,,1.3,2.7,/players/c/connele01.html,.456
859,,,,,,,,0.8,,,1.9,0.252,7.4,0.8,0.471,1.6,53,,BAA,,,2.5,,4.5,Career,,,,,/players/c/connoch01.html,
860,0.2,.188,1.0,0.0,.000,0.4,,1.0,0.0,0.4,0.2,.136,1.4,0.1,.125,0.5,16,0,NBA,6.8,0.3,0.8,,0.4,Career,0.0,,0.4,0.7,/players/c/conrowi01.html,.136
861,1.4,.446,3.2,0.0,.000,0.1,,0.3,0.8,2.2,1.4,.439,3.3,0.7,.524,1.4,116,25,NBA,12.9,1.5,1.2,,3.6,Career,0.4,,0.6,3.7,/players/c/cookan01.html,.439
862,,,,,,,,0.9,,,1.1,0.316,3.6,0.9,0.68,1.4,37,,NBA,11.5,,1.1,,3.2,Career,,,,1.9,/players/c/cookbe01.html,
863,,,,,,,,3.1,,,4.4,0.358,12.2,2.8,0.79,3.5,51,,NBA,,,2.2,,11.5,Career,,,,,/players/c/cookbo01.html,
864,1.6,0.467,3.3,0.6,0.382,1.6,,0.6,0.3,1.9,2.2,0.439,4.9,0.5,0.783,0.7,421.0,74.0,NBA,13.4,0.7,1.9,,5.5,Career,0.3,,0.6,2.6,/players/c/cookbr01.html,0.502
